"Gene","Stage_patient_n","Kruskal_Wallis_P","Spearman_rho","Stage_trend_P","Kruskal_Wallis_FDR","Stage_trend_FDR"
"JAK3",416,0.344720526410568,-0.0068751967123871,0.88881267040414,0.636262729444944,0.88881267040414
"EPHB2",416,0.636262729444944,-0.0325500673738013,0.507925377693546,0.636262729444944,0.88881267040414
