"Gene","Stage","N","Median_TPM","Mean_TPM","Aberrant_n","Aberrant_percent"
"JAK3","Stage I",207,9.8183,14.3896265700483,44,21.256038647343
"JAK3","Stage II",141,10.2824,15.7744095744681,40,28.3687943262411
"JAK3","Stage III",63,8.6758,12.907296031746,16,25.3968253968254
"JAK3","Stage IV",5,5.4705,7.112,0,0
"EPHB2","Stage I",207,6.7479,10.6401007246377,126,60.8695652173913
"EPHB2","Stage II",141,6.619,11.7928230496454,90,63.8297872340426
"EPHB2","Stage III",63,5.7748,8.64900793650794,37,58.7301587301587
"EPHB2","Stage IV",5,5.7247,7.39288,4,80
