"project","file_id","sample_barcode","patient_id","sample_type","gene_name","ensembl_id","unstranded","TPM","FPKM","FPKM_UQ","extraction_status"
"TCGA-LUSC","8f2bec2c-7a61-4749-bfb1-3c5dba953c8a","TCGA-79-5596-01A-31R-1949-07","TCGA-79-5596","Primary Tumor","EPHB2","ENSG00000133216",843,3.5611,1.0561,1.1481,"OK"
"TCGA-LUSC","c2a485c5-f871-4337-acdd-63b365a9c8a1","TCGA-77-8148-01A-11R-2247-07","TCGA-77-8148","Primary Tumor","JAK3","ENSG00000105639",561,7.6586,2.4055,2.3302,"OK"
"TCGA-LUSC","c2a485c5-f871-4337-acdd-63b365a9c8a1","TCGA-77-8148-01A-11R-2247-07","TCGA-77-8148","Primary Tumor","EPHB2","ENSG00000133216",287,2.1327,0.6699,0.6489,"OK"
"TCGA-LUSC","80f4c1e6-573a-4ac9-bdec-96c0a0da49f0","TCGA-MF-A522-01A-11R-A262-07","TCGA-MF-A522","Primary Tumor","JAK3","ENSG00000105639",502,5.0553,1.4927,1.5596,"OK"
"TCGA-LUSC","80f4c1e6-573a-4ac9-bdec-96c0a0da49f0","TCGA-MF-A522-01A-11R-A262-07","TCGA-MF-A522","Primary Tumor","EPHB2","ENSG00000133216",729,3.9962,1.18,1.2329,"OK"
"TCGA-LUSC","e464e573-8420-4516-a4b0-27850d3a18dd","TCGA-85-8355-01A-11R-2296-07","TCGA-85-8355","Primary Tumor","JAK3","ENSG00000105639",3601,34.7987,11.6386,10.9182,"OK"
"TCGA-LUSC","e464e573-8420-4516-a4b0-27850d3a18dd","TCGA-85-8355-01A-11R-2296-07","TCGA-85-8355","Primary Tumor","EPHB2","ENSG00000133216",2057,10.8205,3.619,3.395,"OK"
"TCGA-LUSC","d3304c77-bc34-420b-8400-db4a2195bc71","TCGA-66-2791-01A-01R-0980-07","TCGA-66-2791","Primary Tumor","JAK3","ENSG00000105639",2114,16.7242,5.9605,5.9533,"OK"
"TCGA-LUSC","d3304c77-bc34-420b-8400-db4a2195bc71","TCGA-66-2791-01A-01R-0980-07","TCGA-66-2791","Primary Tumor","EPHB2","ENSG00000133216",1532,6.5974,2.3513,2.3485,"OK"
"TCGA-LUSC","ca8f1add-4462-4cc3-9c26-f245bbac303b","TCGA-37-4129-01A-01R-1100-07","TCGA-37-4129","Primary Tumor","JAK3","ENSG00000105639",79,0.7062,0.223,0.2037,"OK"
