"patient_id","Tumor_TPM","Normal_TPM","Gene","Tumor_log2TPM1","Normal_log2TPM1","Difference"
"TCGA-56-7580",19.5412,6.7887,"JAK3",4.36044856006243,2.96138255035843,1.39906600970401
"TCGA-56-7582",5.1235,10.8005,"JAK3",2.61435648777408,3.56077608432516,-0.946419596551084
"TCGA-56-7730",3.4681,3.1241,"JAK3",2.15966147496394,2.04407931518783,0.115582159776112
"TCGA-56-7731",9.8183,10.805,"JAK3",3.43540190511862,3.56132613645392,-0.125924231335298
"TCGA-56-7823",6.1115,10.8026,"JAK3",2.83015389378546,3.56103280141689,-0.730878907631426
"TCGA-56-8082",4.1307,17.9063,"JAK3",2.35915567137507,4.24079514754876,-1.88163947617369
"TCGA-56-8083",7.6776,4.8198,"JAK3",3.11729608565724,2.54096957513253,0.576326510524714
"TCGA-56-8201",56.9803,9.0091,"JAK3",5.85749089305715,3.32324035038883,2.53425054266832
"TCGA-56-8309",70.5023,6.409,"JAK3",6.15991774440392,2.88927883370554,3.27063891069839
"TCGA-56-8623",7.9284,10.4531,"JAK3",3.15840166259378,3.51766623900068,-0.359264576406904
"TCGA-58-8386",10.7324,13.1045,"JAK3",3.55242625863143,3.81808361864097,-0.265657360009547
"TCGA-60-2709",13.471,9.175,"JAK3",3.85509271580275,3.34695688937888,0.508135826423861
"TCGA-77-7138",5.5317,9.8385,"JAK3",2.70745852965473,3.43809320284286,-0.730634673188129
"TCGA-77-7142",5.5959,5.0455,"JAK3",2.72156952633789,2.59586166415425,0.125707862183638
"TCGA-77-7335",15.7663,4.6506,"JAK3",4.06749244386107,2.49840406594655,1.56908837791451
"TCGA-77-7337",7.544,10.6295,"JAK3",3.09491164702547,3.53971716564286,-0.444805518617389
"TCGA-77-7338",9.1753,11.0033,"JAK3",3.34699942521495,3.58535918731549,-0.238359762100548
"TCGA-77-8007",21.4748,16.5225,"JAK3",4.49023637234935,4.13113671915845,0.359099653190903
"TCGA-77-8008",17.1775,27.999,"JAK3",4.18408189037026,4.85793124616497,-0.673849355794705
"TCGA-85-7710",7.0945,56.1977,"JAK3",3.01694196751994,5.83788523025977,-2.82094326273983
"TCGA-90-6837",10.2824,4.9699,"JAK3",3.49600208636544,2.57770676554161,0.918295320823837
"TCGA-90-7767",21.5337,4.3981,"JAK3",4.49401231628954,2.43245170303073,2.06156061325881
"TCGA-92-7340",12.2232,9.2999,"JAK3",3.72499944461321,3.36455842547989,0.360441019133315
"TCGA-22-4593",6.5139,3.459,"EPHB2",2.90956191575822,2.15672019965182,0.7528417161064
"TCGA-22-4609",3.5336,1.5459,"EPHB2",2.18065710756008,1.34817575296377,0.832481354596305
"TCGA-22-5471",4.8716,1.5517,"EPHB2",2.55375368860475,1.35145872332158,1.20229496528317
"TCGA-22-5472",11.5237,4.4134,"EPHB2",3.64658894973368,2.4365349937602,1.21005395597348
"TCGA-22-5478",41.2062,1.238,"EPHB2",5.39938303818575,1.16221003631431,4.23717300187144
"TCGA-22-5481",34.1607,1.754,"EPHB2",5.13589188768028,1.46152855947288,3.6743633282074
"TCGA-22-5482",3.5102,3.0133,"EPHB2",2.17319140966926,2.00478900369711,0.168402405972152
"TCGA-22-5483",4.7037,2.2568,"EPHB2",2.51189810171617,1.70345512659056,0.808442975125606
"TCGA-22-5489",7.3108,2.3982,"EPHB2",3.05498735791996,1.76477076438708,1.29021659353288
"TCGA-22-5491",4.6849,1.4644,"EPHB2",2.50713497167285,1.30123644076523,1.20589853090762
