"Gene","Group_model_n","Group_deaths","Aberrant_HR","Aberrant_lower95","Aberrant_upper95","Cox_P","Logrank_P","Cox_FDR","Logrank_FDR"
"JAK3",495,212,1.19161366772178,0.866349631716511,1.63899548302225,0.281091744488928,0.280563799678782,0.281091744488928,0.280563799678782
"EPHB2",495,212,1.27787285901681,0.961622784313467,1.69812848702167,0.0909879151757097,0.090198410261952,0.181975830351419,0.180396820523904
