"Gene","Tumor_n","Normal_n","Tumor_median_TPM","Normal_median_TPM","Tumor_mean_TPM","Normal_mean_TPM","Median_log2TPM1_difference","Wilcoxon_P","Wilcoxon_FDR"
"JAK3",540,59,12.08755,6.389,14.3723661111111,6.70188474576271,0.824743973416045,4.44089209850063e-16,4.44089209850063e-16
"EPHB2",540,59,6.82195,2.0078,11.0831083333333,2.24017966101695,1.37881111088261,0,0
