"Gene","Model_n","Deaths","Aberrant_group_HR","Lower95","Upper95","P","Group_PH_P","Global_PH_P","FDR"
"JAK3",479,172,0.819738860348504,0.585568295574653,1.14755495515005,0.24683214847181,0.785104439887695,0.162869060408149,0.24683214847181
"EPHB2",479,172,1.51980051367694,1.09246816065782,2.11428917066278,0.0129548047928649,0.877984989776401,0.191976760111185,0.0259096095857298
