"Gene","Stage_patient_n","Kruskal_Wallis_P","Spearman_rho","Stage_trend_P","Kruskal_Wallis_FDR","Stage_trend_FDR"
"JAK3",396,0.583133037544267,-0.0687264091336549,0.172275282916448,0.583133037544267,0.172275282916448
"EPHB2",396,0.0619720988746308,0.100879959362482,0.0448284633874958,0.123944197749262,0.0896569267749917
