"Gene","Group_model_n","Group_deaths","Aberrant_HR","Aberrant_lower95","Aberrant_upper95","Cox_P","Logrank_P","Cox_FDR","Logrank_FDR"
"JAK3",508,183,0.899266633748629,0.652726321837485,1.23892732914015,0.51604209434387,0.515911957766317,0.51604209434387,0.515911957766317
"EPHB2",508,183,1.52309356535088,1.11321732328564,2.08388241926236,0.00852523337602252,0.00806991992994899,0.017050466752045,0.016139839859898
