"Cancer","Tumor_N","Normal_N","Tumor_median_TPM","Normal_median_TPM","Tumor_mean_TPM","Normal_mean_TPM","Median_ratio_Tumor_Normal","Log2_median_ratio","Tumor_vs_Normal_Wilcox_P","Normal_95th_percentile_TPM","JAK3_high_tumors","Percent_JAK3_high","Twofold_normal_median_threshold","Tumors_ge_2x_normal_median","Percent_ge_2x_normal_median","Matched_pairs","Matched_Wilcox_P","Percent_matched_tumor_higher","Percent_matched_ge_2fold"
"TCGA-KIRC",533,72,13.0135,1.97735,15.4484161350844,2.91138194444444,6.58128303031836,2.71836886679278,0,7.869075,401,75.234521575985,3.9547,495,92.8705440900563,72,1.18416387806519e-12,94.4444444444444,86.1111111111111
