"project","sample_barcode","patient_id","sample_type","file_id","gene_id","gene_name","unstranded_count","TPM","FPKM","FPKM_UQ","extraction_status"
"TCGA-KIRC","TCGA-BP-4795-01A-02R-1420-07","TCGA-BP-4795","Primary Tumor","58585ab6-9163-4bfb-ae55-9529ad1bc3aa","ENSG00000105639.20","JAK3",1366,11.7827,3.1377,3.2999,"OK"
"TCGA-KIRC","TCGA-BP-4354-01A-02R-1289-07","TCGA-BP-4354","Primary Tumor","961f4263-5071-4dfd-b626-346f916b4c9d","ENSG00000105639.20","JAK3",3597,48.6231,13.1476,13.1059,"OK"
"TCGA-KIRC","TCGA-CW-6097-01A-11R-1672-07","TCGA-CW-6097","Primary Tumor","0cb86c23-556d-4c56-b6cd-96dbbaff1441","ENSG00000105639.20","JAK3",2240,24.5705,6.5069,6.4949,"OK"
"TCGA-KIRC","TCGA-CJ-4902-01A-01R-1426-07","TCGA-CJ-4902","Primary Tumor","bc8cef4d-5c5c-4d5b-bbbc-553e8940ced1","ENSG00000105639.20","JAK3",3841,22.1119,7.1736,7.7079,"OK"
"TCGA-KIRC","TCGA-AK-3443-01A-02R-1325-07","TCGA-AK-3443","Primary Tumor","539f5a17-442a-4c07-9606-b8f88c731504","ENSG00000105639.20","JAK3",27,0.1454,0.0559,0.0649,"OK"
"TCGA-KIRC","TCGA-BP-5190-01A-01R-1426-07","TCGA-BP-5190","Primary Tumor","58cdb5fa-ab1d-4b7c-a790-4c81cd86efc4","ENSG00000105639.20","JAK3",1769,9.668,4.4882,5.9873,"OK"
"TCGA-KIRC","TCGA-MM-A84U-01A-11R-A37O-07","TCGA-MM-A84U","Primary Tumor","8fc7b6c7-aa50-4a13-a898-35a6bce2d32f","ENSG00000105639.20","JAK3",1581,12.5428,5.5462,6.5829,"OK"
"TCGA-KIRC","TCGA-BP-4335-01A-01R-1289-07","TCGA-BP-4335","Primary Tumor","5fc65294-257d-41eb-83b5-1cb566b1743f","ENSG00000105639.20","JAK3",1080,10.5089,4.7916,5.7254,"OK"
"TCGA-KIRC","TCGA-BP-4766-01A-01R-1289-07","TCGA-BP-4766","Primary Tumor","4b881bd7-355b-4b47-8c00-41734f8e01d2","ENSG00000105639.20","JAK3",896,6.1692,1.9204,1.8192,"OK"
"TCGA-KIRC","TCGA-A3-3374-01A-02R-1325-07","TCGA-A3-3374","Primary Tumor","d499f1d6-3d58-406e-9ed5-98141e774ddc","ENSG00000105639.20","JAK3",470,2.2323,1.1628,1.7909,"OK"
"TCGA-KIRC","TCGA-A3-3372-01A-02R-1325-07","TCGA-A3-3372","Primary Tumor","fc9e3356-b4e0-46e8-9842-46a2366352de","ENSG00000105639.20","JAK3",2368,20.7874,5.8357,5.7565,"OK"
"TCGA-KIRC","TCGA-B0-5077-01A-01R-1334-07","TCGA-B0-5077","Primary Tumor","a1f29e81-e426-4cc5-813b-fcf83a595303","ENSG00000105639.20","JAK3",3158,19.0467,6.5682,7.2335,"OK"
"TCGA-KIRC","TCGA-B0-4694-01A-01R-1277-07","TCGA-B0-4694","Primary Tumor","cc4d6b44-ae57-4f0c-affe-ba411b9fba9b","ENSG00000105639.20","JAK3",2579,19.2768,6.3704,7.1506,"OK"
"TCGA-KIRC","TCGA-B2-3923-01B-10R-A277-07","TCGA-B2-3923","Primary Tumor","d514c3bc-c1e1-4028-9822-90ad703a3a8d","ENSG00000105639.20","JAK3",143,3.4034,1.098,1.0565,"OK"
"TCGA-KIRC","TCGA-A3-3365-01A-01R-0864-07","TCGA-A3-3365","Primary Tumor","fb449c0c-d752-4110-a41a-c46aa29617ea","ENSG00000105639.20","JAK3",726,7.5112,2.1918,2.2275,"OK"
"TCGA-KIRC","TCGA-A3-3311-01A-02R-1325-07","TCGA-A3-3311","Primary Tumor","4845a010-e208-4c1b-85b1-99fbd155edf2","ENSG00000105639.20","JAK3",2158,14.8939,5.0694,5.0993,"OK"
"TCGA-KIRC","TCGA-BP-4968-01A-01R-1334-07","TCGA-BP-4968","Primary Tumor","60ae8b09-673e-418f-abda-7e3ce228c808","ENSG00000105639.20","JAK3",1950,11.1728,4.009,4.7004,"OK"
"TCGA-KIRC","TCGA-BP-4969-01A-01R-1334-07","TCGA-BP-4969","Primary Tumor","6dc1b313-81c8-4b4d-8fcd-07ad3fe499f7","ENSG00000105639.20","JAK3",726,3.9768,1.6925,2.0694,"OK"
"TCGA-KIRC","TCGA-B0-4837-01A-01R-1305-07","TCGA-B0-4837","Primary Tumor","450ec77d-c822-4d53-9a2b-bd6e4b6b9a62","ENSG00000105639.20","JAK3",2794,20.002,7.7372,9.8633,"OK"
"TCGA-KIRC","TCGA-B0-5098-01A-01R-1420-07","TCGA-B0-5098","Primary Tumor","b59e21e2-af42-41ff-9423-0b3b0af05ccd","ENSG00000105639.20","JAK3",743,5.2833,1.6577,1.8102,"OK"
"TCGA-KIRC","TCGA-B0-4706-01A-01R-1503-07","TCGA-B0-4706","Primary Tumor","0461aca8-2256-4954-9c65-1b2a92c2b2a1","ENSG00000105639.20","JAK3",1125,7.5293,2.8395,3.1618,"OK"
"TCGA-KIRC","TCGA-BP-4761-01A-01R-1289-07","TCGA-BP-4761","Primary Tumor","8b3d23b8-cf1f-49ed-bd33-f340984cca9b","ENSG00000105639.20","JAK3",4075,27.5795,11.0466,16,"OK"
"TCGA-KIRC","TCGA-B8-A54H-01A-11R-A33J-07","TCGA-B8-A54H","Primary Tumor","83eb5df9-30fa-4c4f-a062-5ffe6d7f2c3d","ENSG00000105639.20","JAK3",1395,10.3714,2.9872,2.8618,"OK"
"TCGA-KIRC","TCGA-BP-4165-01A-02R-1289-07","TCGA-BP-4165","Primary Tumor","4962d196-c54d-442d-b7b3-dd34f8082781","ENSG00000105639.20","JAK3",1253,9.8778,4.0209,4.6133,"OK"
"TCGA-KIRC","TCGA-G6-A8L6-01A-11R-A37O-07","TCGA-G6-A8L6","Primary Tumor","8bbda4a1-af04-496f-b047-1d74c29ec19a","ENSG00000105639.20","JAK3",730,9.1855,3.2896,3.7689,"OK"
"TCGA-KIRC","TCGA-B0-4810-01A-01R-1503-07","TCGA-B0-4810","Primary Tumor","59f744da-4e53-4cca-a7f1-48a27f91aba1","ENSG00000105639.20","JAK3",4801,39.2616,11.6237,12.0234,"OK"
"TCGA-KIRC","TCGA-CJ-4916-01A-01R-1426-07","TCGA-CJ-4916","Primary Tumor","6faba44d-0367-4d54-a41e-1f2969760558","ENSG00000105639.20","JAK3",3991,21.0195,8.5386,9.7065,"OK"
"TCGA-KIRC","TCGA-AK-3431-01A-02R-1277-07","TCGA-AK-3431","Primary Tumor","13b48a2d-dde2-4cd1-b26d-22621a002f5b","ENSG00000105639.20","JAK3",720,9.9479,2.7544,2.9462,"OK"
"TCGA-KIRC","TCGA-BP-4803-01A-01R-1305-07","TCGA-BP-4803","Primary Tumor","5a1cd867-8bad-4e36-908a-c82b6ae64083","ENSG00000105639.20","JAK3",2237,16.2764,5.4979,6.1334,"OK"
"TCGA-KIRC","TCGA-CJ-4639-01A-02R-1325-07","TCGA-CJ-4639","Primary Tumor","000d81dd-9ba4-4852-9090-2bf22f6483f0","ENSG00000105639.20","JAK3",1017,15.7926,4.2807,4.0942,"OK"
"TCGA-KIRC","TCGA-BP-4338-01A-01R-1289-07","TCGA-BP-4338","Primary Tumor","5b7970e3-9272-4919-beaa-176127e7be10","ENSG00000105639.20","JAK3",1657,8.348,3.1299,4.3267,"OK"
"TCGA-KIRC","TCGA-B2-3924-01A-02R-A277-07","TCGA-B2-3924","Primary Tumor","df630d23-f007-4cc4-9910-edb44046d556","ENSG00000105639.20","JAK3",776,8.1747,5.822,5.2322,"OK"
"TCGA-KIRC","TCGA-CZ-5466-11A-01R-1503-07","TCGA-CZ-5466","Solid Tissue Normal","200dfa9f-ed6f-4434-9dde-7833f4d3b275","ENSG00000105639.20","JAK3",442,1.8802,0.7401,0.8285,"OK"
"TCGA-KIRC","TCGA-CJ-5682-01A-11R-1541-07","TCGA-CJ-5682","Primary Tumor","c6bede90-50d8-4bf5-97e3-6fffe14e723d","ENSG00000105639.20","JAK3",2097,21.2968,7.1754,7.6659,"OK"
"TCGA-KIRC","TCGA-BP-4998-01A-01R-1334-07","TCGA-BP-4998","Primary Tumor","5d956a24-693e-47ad-b315-180c86a0528e","ENSG00000105639.20","JAK3",3088,22.1827,6.0734,6.1216,"OK"
"TCGA-KIRC","TCGA-CW-6090-01A-11R-1672-07","TCGA-CW-6090","Primary Tumor","485e84af-cd91-4096-a2e4-d2594481e5bf","ENSG00000105639.20","JAK3",1346,10.0671,2.9279,3.3934,"OK"
"TCGA-KIRC","TCGA-BP-4346-01A-01R-1289-07","TCGA-BP-4346","Primary Tumor","588a43e3-60a0-416b-9b79-48d863d054bf","ENSG00000105639.20","JAK3",6328,52.3427,17.851,17.8384,"OK"
"TCGA-KIRC","TCGA-CW-6090-11A-01R-1672-07","TCGA-CW-6090","Solid Tissue Normal","b8f8504c-1d5e-48b3-a54f-88250da4264f","ENSG00000105639.20","JAK3",127,0.8703,0.2997,0.3242,"OK"
"TCGA-KIRC","TCGA-CW-5589-11A-01R-1541-07","TCGA-CW-5589","Solid Tissue Normal","78beabfc-8b98-4f21-94c2-cd6c21255f66","ENSG00000105639.20","JAK3",355,2.5372,0.8513,0.8745,"OK"
"TCGA-KIRC","TCGA-A3-3367-01A-02R-1420-07","TCGA-A3-3367","Primary Tumor","efde0fd9-7f08-4c33-9e2b-8d9b8cfccf50","ENSG00000105639.20","JAK3",2712,16.8552,5.485,5.8011,"OK"
"TCGA-KIRC","TCGA-B0-5400-01A-01R-1503-07","TCGA-B0-5400","Primary Tumor","d6a8b3be-0ea5-4d4f-bf62-27ec684d4705","ENSG00000105639.20","JAK3",3941,29.3627,10.3679,13.8002,"OK"
"TCGA-KIRC","TCGA-CJ-4920-01A-01R-1426-07","TCGA-CJ-4920","Primary Tumor","c85688fc-f98a-4672-b66d-8a28ea94d40b","ENSG00000105639.20","JAK3",2252,20.1447,6.3493,6.824,"OK"
"TCGA-KIRC","TCGA-BP-4784-01A-01R-1305-07","TCGA-BP-4784","Primary Tumor","0c5ce27e-46a9-4868-880d-c7e87391cdf9","ENSG00000105639.20","JAK3",1702,17.3382,4.8398,5.0184,"OK"
"TCGA-KIRC","TCGA-CJ-4637-01A-02R-1325-07","TCGA-CJ-4637","Primary Tumor","f8a0a7cf-0444-4039-a255-6d31bcf748ac","ENSG00000105639.20","JAK3",6050,54.846,18.559,18.9661,"OK"
"TCGA-KIRC","TCGA-AS-3778-01A-01R-A32Z-07","TCGA-AS-3778","Primary Tumor","dbe1371f-dbf9-46b1-b603-a9e560fb75df","ENSG00000105639.20","JAK3",1209,11.3357,3.0915,3.0676,"OK"
"TCGA-KIRC","TCGA-CW-5580-01A-01R-1672-07","TCGA-CW-5580","Primary Tumor","6e837fc7-1583-4fde-af30-fe955e7651bf","ENSG00000105639.20","JAK3",2287,16.1096,4.371,4.4134,"OK"
"TCGA-KIRC","TCGA-CJ-4892-01A-01R-1305-07","TCGA-CJ-4892","Primary Tumor","db24671d-74b5-4647-be36-d865aa923ffa","ENSG00000105639.20","JAK3",2104,17.3082,5.4008,5.4995,"OK"
"TCGA-KIRC","TCGA-CW-5583-01A-02R-1541-07","TCGA-CW-5583","Primary Tumor","499d7906-265e-4836-b2b5-55203bf08e2d","ENSG00000105639.20","JAK3",659,6.0264,1.4518,1.4048,"OK"
"TCGA-KIRC","TCGA-BP-4170-01A-02R-1289-07","TCGA-BP-4170","Primary Tumor","61ee46ed-0cb0-428d-806b-db92f33e0c93","ENSG00000105639.20","JAK3",1050,7.082,2.2831,2.4285,"OK"
"TCGA-KIRC","TCGA-B0-4718-01A-01R-1277-07","TCGA-B0-4718","Primary Tumor","0626d61a-3222-49c5-b6f0-4b59c5835d29","ENSG00000105639.20","JAK3",1444,14.5316,6.0011,7.3665,"OK"
"TCGA-KIRC","TCGA-CZ-5986-01A-11R-1672-07","TCGA-CZ-5986","Primary Tumor","ff6cd0e8-98a0-4a96-9650-c348bcfe8901","ENSG00000105639.20","JAK3",790,11.8647,3.1246,2.9696,"OK"
"TCGA-KIRC","TCGA-BP-5177-01A-01R-1426-07","TCGA-BP-5177","Primary Tumor","7fc459c0-68f0-414f-ad41-737b4de021be","ENSG00000105639.20","JAK3",601,4.7139,1.6725,2.0226,"OK"
"TCGA-KIRC","TCGA-B0-5100-01A-01R-1420-07","TCGA-B0-5100","Primary Tumor","996511b1-d236-4060-a307-81557721cfe5","ENSG00000105639.20","JAK3",1400,12.2812,3.977,4.5874,"OK"
"TCGA-KIRC","TCGA-BP-4774-01A-01R-1289-07","TCGA-BP-4774","Primary Tumor","4d4db765-51e5-4549-a559-114bae985a88","ENSG00000105639.20","JAK3",916,6.5224,2.2503,2.4139,"OK"
"TCGA-KIRC","TCGA-B8-5549-11A-01R-1541-07","TCGA-B8-5549","Solid Tissue Normal","330a912b-ae31-4a54-8611-f32b098ba946","ENSG00000105639.20","JAK3",228,1.8588,0.5509,0.5536,"OK"
"TCGA-KIRC","TCGA-B8-4151-01A-01R-1188-07","TCGA-B8-4151","Primary Tumor","ccb3a294-e4b3-439a-b168-18c3ae05d3b8","ENSG00000105639.20","JAK3",265,2.692,0.8615,0.9117,"OK"
"TCGA-KIRC","TCGA-B0-4841-01A-01R-1277-07","TCGA-B0-4841","Primary Tumor","489b2714-26c8-4889-9ca9-378957da1a6c","ENSG00000105639.20","JAK3",420,2.8861,2.1297,3.6146,"OK"
"TCGA-KIRC","TCGA-B0-4714-01A-01R-1277-07","TCGA-B0-4714","Primary Tumor","66b1f91a-937c-4e1f-b4ab-07d1ef9fe1db","ENSG00000105639.20","JAK3",2283,17.5022,7.3687,8.3222,"OK"
"TCGA-KIRC","TCGA-BP-4174-01A-02R-1289-07","TCGA-BP-4174","Primary Tumor","572fb090-3796-4170-829d-7b77c1e8127d","ENSG00000105639.20","JAK3",967,9.5608,2.7341,2.881,"OK"
"TCGA-KIRC","TCGA-BP-4973-01A-01R-1334-07","TCGA-BP-4973","Primary Tumor","6d560c49-6d99-467b-b2a9-5d236eff9f87","ENSG00000105639.20","JAK3",1736,9.5717,3.18,3.4405,"OK"
"TCGA-KIRC","TCGA-A3-A8OV-01A-11R-A37O-07","TCGA-A3-A8OV","Primary Tumor","e0ab8fc2-a369-4e2b-a07a-67794bf6955b","ENSG00000105639.20","JAK3",1377,13.787,4.4371,4.3981,"OK"
"TCGA-KIRC","TCGA-BP-4991-01A-01R-1334-07","TCGA-BP-4991","Primary Tumor","54813ceb-f5c7-4c62-8b0a-047145bb6bae","ENSG00000105639.20","JAK3",3208,21.827,5.9695,5.8804,"OK"
"TCGA-KIRC","TCGA-AK-3456-01A-02R-1325-07","TCGA-AK-3456","Primary Tumor","4a2da9f0-b75d-466c-b9f0-2e910ee24365","ENSG00000105639.20","JAK3",233,1.9955,0.7717,0.839,"OK"
"TCGA-KIRC","TCGA-BP-4758-01A-01R-1289-07","TCGA-BP-4758","Primary Tumor","152893a4-2d02-4941-bbe9-eb038cce9ef2","ENSG00000105639.20","JAK3",2038,9.7484,4.4671,5.8898,"OK"
"TCGA-KIRC","TCGA-CZ-5989-11A-01R-1672-07","TCGA-CZ-5989","Solid Tissue Normal","2d6da3de-d9be-4037-9fd7-e64d5c91ba1e","ENSG00000105639.20","JAK3",662,6.0098,1.697,1.621,"OK"
"TCGA-KIRC","TCGA-CW-6088-01A-11R-1672-07","TCGA-CW-6088","Primary Tumor","c0d545e4-ab23-41f8-a29f-7a9df01c4abd","ENSG00000105639.20","JAK3",869,7.5658,1.8227,1.6926,"OK"
"TCGA-KIRC","TCGA-CZ-5470-01A-01R-1503-07","TCGA-CZ-5470","Primary Tumor","fd493a63-08fb-4076-8b3c-f443dc4bcb0b","ENSG00000105639.20","JAK3",1494,8.5829,3.1474,3.5617,"OK"
"TCGA-KIRC","TCGA-B0-5690-01A-11R-1541-07","TCGA-B0-5690","Primary Tumor","e44dbaa1-6ef0-48ba-bf0f-3cfa502cbd14","ENSG00000105639.20","JAK3",929,9.3306,2.5848,2.6422,"OK"
"TCGA-KIRC","TCGA-BP-5196-01A-01R-1426-07","TCGA-BP-5196","Primary Tumor","9b794c4e-3176-4cdf-b59b-2b1a13bd603a","ENSG00000105639.20","JAK3",2240,21.1492,6.0408,6.5846,"OK"
"TCGA-KIRC","TCGA-CZ-5454-11A-01R-1503-07","TCGA-CZ-5454","Solid Tissue Normal","a41454c8-c8c2-4d33-9ff8-402fd89d2163","ENSG00000105639.20","JAK3",444,2.4259,0.706,0.7223,"OK"
"TCGA-KIRC","TCGA-BP-4337-01A-01R-1289-07","TCGA-BP-4337","Primary Tumor","6d47118e-cd8a-4d75-970f-2f0f3aff712c","ENSG00000105639.20","JAK3",2065,14.5523,5.7836,6.5413,"OK"
"TCGA-KIRC","TCGA-CJ-4641-01A-02R-1325-07","TCGA-CJ-4641","Primary Tumor","12e9affd-cc06-49d9-b485-47e7034be973","ENSG00000105639.20","JAK3",3422,32.7831,9.9549,9.9455,"OK"
"TCGA-KIRC","TCGA-CZ-5456-11A-02R-1503-07","TCGA-CZ-5456","Solid Tissue Normal","41954992-a111-4fbb-b6e2-d5ac8f564bf6","ENSG00000105639.20","JAK3",175,1.5602,0.6089,0.6926,"OK"
"TCGA-KIRC","TCGA-B8-5546-01A-01R-1541-07","TCGA-B8-5546","Primary Tumor","5f006edb-0f66-45eb-9a36-e31bbcdf8147","ENSG00000105639.20","JAK3",129,1.5198,0.4481,0.4441,"OK"
"TCGA-KIRC","TCGA-CJ-4640-01A-02R-1325-07","TCGA-CJ-4640","Primary Tumor","f43cfd22-5e58-4369-9ea0-a0b6cc63a7db","ENSG00000105639.20","JAK3",1213,9.8214,3.0205,3.0667,"OK"
"TCGA-KIRC","TCGA-B0-4813-01A-01R-1277-07","TCGA-B0-4813","Primary Tumor","1be72033-3da7-4266-9b58-2fff2dbaa48b","ENSG00000105639.20","JAK3",2727,27.3276,11.0051,13.8021,"OK"
"TCGA-KIRC","TCGA-A3-3378-01A-02R-1325-07","TCGA-A3-3378","Primary Tumor","363d5bdc-23e6-40b0-929c-0805d86471eb","ENSG00000105639.20","JAK3",6914,53.8495,17.0214,18.3961,"OK"
"TCGA-KIRC","TCGA-B0-5096-01A-01R-1420-07","TCGA-B0-5096","Primary Tumor","d4afe781-4959-40a7-8556-b60a150ea6b0","ENSG00000105639.20","JAK3",1414,13.0625,4.3621,4.8185,"OK"
"TCGA-KIRC","TCGA-CZ-5462-01A-01R-1503-07","TCGA-CZ-5462","Primary Tumor","24ec3d48-d4c2-4f0c-b188-87ebc1f3123e","ENSG00000105639.20","JAK3",2386,18.0037,5.1042,5.3276,"OK"
"TCGA-KIRC","TCGA-B0-5102-01A-01R-1420-07","TCGA-B0-5102","Primary Tumor","343ba69a-e983-4966-9084-3bf576a08701","ENSG00000105639.20","JAK3",966,6.3466,2.2621,2.5989,"OK"
"TCGA-KIRC","TCGA-BP-5010-01A-02R-1420-07","TCGA-BP-5010","Primary Tumor","c59faf4c-0b9f-4c20-acd2-0804a8c9d96c","ENSG00000105639.20","JAK3",1908,12.3587,6.1804,8.4776,"OK"
"TCGA-KIRC","TCGA-DV-A4VX-01A-11R-A266-07","TCGA-DV-A4VX","Primary Tumor","7f6b6886-84b6-4cb9-8b01-b2d10f55b8c9","ENSG00000105639.20","JAK3",2153,20.6864,8.2248,9.9383,"OK"
"TCGA-KIRC","TCGA-CJ-4635-01A-02R-1305-07","TCGA-CJ-4635","Primary Tumor","b9015212-73c0-4247-9848-95ac288ffb3c","ENSG00000105639.20","JAK3",3246,37.737,11.7095,11.8214,"OK"
"TCGA-KIRC","TCGA-BP-4975-01A-01R-1334-07","TCGA-BP-4975","Primary Tumor","c55cb5e4-8428-4a52-9a84-101b6e823265","ENSG00000105639.20","JAK3",2546,13.5328,4.1482,4.66,"OK"
"TCGA-KIRC","TCGA-EU-5904-01A-11R-1672-07","TCGA-EU-5904","Primary Tumor","1eb01cfb-4b8b-472b-a20b-61239ad14ab6","ENSG00000105639.20","JAK3",723,6.6577,1.8105,1.8985,"OK"
"TCGA-KIRC","TCGA-B0-5095-01A-01R-1420-07","TCGA-B0-5095","Primary Tumor","77cfb44f-6e99-4c0b-bd54-6ab249fd54ef","ENSG00000105639.20","JAK3",2419,27.5487,6.9861,7.2914,"OK"
"TCGA-KIRC","TCGA-BP-5000-01A-01R-1334-07","TCGA-BP-5000","Primary Tumor","62482815-63b6-4df9-8698-44a2d5cdafaf","ENSG00000105639.20","JAK3",3236,15.5802,7.3749,10.6351,"OK"
"TCGA-KIRC","TCGA-BP-5192-01A-01R-1426-07","TCGA-BP-5192","Primary Tumor","451091ae-1364-4e63-b2c6-82e72aae9458","ENSG00000105639.20","JAK3",1206,9.2558,2.733,2.818,"OK"
"TCGA-KIRC","TCGA-BP-4343-01A-02R-1289-07","TCGA-BP-4343","Primary Tumor","51a2c5e1-ba04-4178-a5b0-0ac50c870c4e","ENSG00000105639.20","JAK3",600,5.4196,1.7601,2.0013,"OK"
"TCGA-KIRC","TCGA-B0-4822-01A-01R-1277-07","TCGA-B0-4822","Primary Tumor","fb185dab-f274-4565-ba4a-223e5d629310","ENSG00000105639.20","JAK3",3635,26.7274,12.6768,16.1232,"OK"
"TCGA-KIRC","TCGA-BP-4985-01A-01R-1334-07","TCGA-BP-4985","Primary Tumor","8e4576b0-ae52-47fa-b4a0-eaaed1fefcd2","ENSG00000105639.20","JAK3",4024,23.1272,8.3174,11.4344,"OK"
"TCGA-KIRC","TCGA-CZ-5459-01A-01R-1503-07","TCGA-CZ-5459","Primary Tumor","6b9f9688-4bd2-4e54-9744-ac31665650b2","ENSG00000105639.20","JAK3",1444,12.6375,4.5346,5.1661,"OK"
"TCGA-KIRC","TCGA-B8-A54J-01A-11R-A33J-07","TCGA-B8-A54J","Primary Tumor","fd3d7a82-a316-4df0-9d84-409cb12eb9b1","ENSG00000105639.20","JAK3",1251,11.2419,3.3743,3.3728,"OK"
"TCGA-KIRC","TCGA-B8-5545-01A-01R-1672-07","TCGA-B8-5545","Primary Tumor","f41b182b-f528-49bf-9d7e-912614796b77","ENSG00000105639.20","JAK3",1242,12.5189,3.1972,3.1338,"OK"
"TCGA-KIRC","TCGA-BP-4352-01A-01R-1289-07","TCGA-BP-4352","Primary Tumor","f7cb60c9-cede-46db-9266-b1437cd06a48","ENSG00000105639.20","JAK3",1149,7.2406,2.7098,3.5693,"OK"
"TCGA-KIRC","TCGA-B0-5097-01A-01R-1420-07","TCGA-B0-5097","Primary Tumor","421291fd-adda-42ab-8574-209da13d33a6","ENSG00000105639.20","JAK3",2943,28.6705,8.0931,9.0811,"OK"
"TCGA-KIRC","TCGA-B0-4848-01A-01R-1277-07","TCGA-B0-4848","Primary Tumor","158ed2cd-7be5-4191-89b6-0d034a6426c1","ENSG00000105639.20","JAK3",1591,19.3031,5.5225,5.5081,"OK"
"TCGA-KIRC","TCGA-CW-5585-01A-01R-1541-07","TCGA-CW-5585","Primary Tumor","d7b28bbe-cf7d-4634-8a48-f42d58be4a55","ENSG00000105639.20","JAK3",183,1.458,0.3933,0.3794,"OK"
"TCGA-KIRC","TCGA-A3-3313-01A-02R-1325-07","TCGA-A3-3313","Primary Tumor","41cc637e-36ce-4e10-8175-f24909ff0472","ENSG00000105639.20","JAK3",582,3.1394,1.4227,1.6212,"OK"
"TCGA-KIRC","TCGA-BP-4967-01A-01R-1334-07","TCGA-BP-4967","Primary Tumor","c2bbfd1c-59bb-42a8-8987-1d36865ec762","ENSG00000105639.20","JAK3",2773,15.9678,5.4899,6.2743,"OK"
"TCGA-KIRC","TCGA-CJ-5681-11A-01R-1541-07","TCGA-CJ-5681","Solid Tissue Normal","86e14130-79ee-4cbf-8328-3dd9c65d61dd","ENSG00000105639.20","JAK3",197,1.4793,0.6239,0.7019,"OK"
"TCGA-KIRC","TCGA-CJ-5676-11A-01R-1541-07","TCGA-CJ-5676","Solid Tissue Normal","2e4b4712-a733-4599-8119-926aa5934be9","ENSG00000105639.20","JAK3",950,5.6152,2.0033,2.1051,"OK"
"TCGA-KIRC","TCGA-CJ-4918-01A-01R-1426-07","TCGA-CJ-4918","Primary Tumor","8d116906-c391-48f2-9eb4-94945197d90b","ENSG00000105639.20","JAK3",1898,13.8237,4.5898,5.2304,"OK"
"TCGA-KIRC","TCGA-B0-5706-01A-11R-1541-07","TCGA-B0-5706","Primary Tumor","7a16bbe0-eed5-45f2-8400-8874924a6eda","ENSG00000105639.20","JAK3",963,13.2457,7.5276,8.0477,"OK"
"TCGA-KIRC","TCGA-CW-5581-11A-01R-1541-07","TCGA-CW-5581","Solid Tissue Normal","743a0026-5df2-4a13-8abf-aa45798ec131","ENSG00000105639.20","JAK3",94,0.7878,0.2935,0.3181,"OK"
"TCGA-KIRC","TCGA-BP-5186-01A-01R-1426-07","TCGA-BP-5186","Primary Tumor","02f13d48-a03a-42e8-917d-e5d9025e2898","ENSG00000105639.20","JAK3",1001,8.741,2.5008,2.4388,"OK"
"TCGA-KIRC","TCGA-B2-3924-01A-02R-1325-07","TCGA-B2-3924","Primary Tumor","056c67e7-03b3-40cc-8c19-d6938ad634aa","ENSG00000105639.20","JAK3",1913,16.6259,5.3068,5.3716,"OK"
"TCGA-KIRC","TCGA-A3-3385-01A-02R-1420-07","TCGA-A3-3385","Primary Tumor","375080ea-cbbe-4dfb-8da3-cbef10418a2d","ENSG00000105639.20","JAK3",1436,9.231,3.1284,3.4644,"OK"
"TCGA-KIRC","TCGA-BP-5194-01A-02R-1426-07","TCGA-BP-5194","Primary Tumor","dcead401-3e21-4718-9ce1-863177be3f10","ENSG00000105639.20","JAK3",1561,9.3261,2.9347,3.1242,"OK"
"TCGA-KIRC","TCGA-A3-3357-01A-02R-1420-07","TCGA-A3-3357","Primary Tumor","5544a704-6f67-4c0d-b4ad-9becaab27512","ENSG00000105639.20","JAK3",1752,10.4526,3.634,4.0534,"OK"
"TCGA-KIRC","TCGA-A3-3320-01A-02R-1325-07","TCGA-A3-3320","Primary Tumor","99ad8f7e-a32c-4fbc-af00-8765d524cd73","ENSG00000105639.20","JAK3",1131,11.2582,2.9892,2.8744,"OK"
"TCGA-KIRC","TCGA-CJ-4873-01A-01R-1305-07","TCGA-CJ-4873","Primary Tumor","636b709e-402e-4c0c-8ee3-a5dff383abfd","ENSG00000105639.20","JAK3",1753,13.3683,6.6841,8.3946,"OK"
"TCGA-KIRC","TCGA-B8-A54E-01A-11R-A266-07","TCGA-B8-A54E","Primary Tumor","81cbdf35-12a2-435d-bec9-0f52c47f7a0f","ENSG00000105639.20","JAK3",538,4.503,1.8291,1.9989,"OK"
"TCGA-KIRC","TCGA-BP-4781-01A-01R-1305-07","TCGA-BP-4781","Primary Tumor","5f2edb2e-9b7f-44d6-af6c-ff958631cf6a","ENSG00000105639.20","JAK3",1657,15.136,4.384,4.5602,"OK"
"TCGA-KIRC","TCGA-CJ-5678-11A-01R-1541-07","TCGA-CJ-5678","Solid Tissue Normal","572cfe32-d1b4-44f7-98f4-a9079f3e376c","ENSG00000105639.20","JAK3",268,1.3716,0.6547,0.8078,"OK"
"TCGA-KIRC","TCGA-CZ-5455-11A-01R-1503-07","TCGA-CZ-5455","Solid Tissue Normal","8e10e799-ae5c-49f7-a249-2d16d796066c","ENSG00000105639.20","JAK3",245,1.4283,0.4983,0.5272,"OK"
"TCGA-KIRC","TCGA-CZ-4853-01A-01R-1426-07","TCGA-CZ-4853","Primary Tumor","b81e79c9-7f6d-498c-9591-2b7e8b3bc466","ENSG00000105639.20","JAK3",1082,5.859,2.0405,2.2005,"OK"
