"project","sample_barcode","patient_id","sample_type","file_id","gene_id","gene_name","unstranded_count","TPM","FPKM","FPKM_UQ","extraction_status","Gene","log2TPM1"
"TCGA-KIRC","TCGA-CZ-4864-01A-01R-1503-07","TCGA-CZ-4864","Primary Tumor","3c7b458e-ecca-4d6a-b1c7-48152e184c0b","ENSG00000105639.20","JAK3",2018,13.5835,4.0985,4.0268,"OK","JAK3",3.86626509896028
"TCGA-KIRC","TCGA-B0-5108-01A-01R-1420-07","TCGA-B0-5108","Primary Tumor","53a4f1ae-7669-4580-b054-0a5b58e76520","ENSG00000105639.20","JAK3",4821,40.1346,11.8886,13.0662,"OK","JAK3",5.36228050944646
"TCGA-KIRC","TCGA-A3-3376-01A-02R-1420-07","TCGA-A3-3376","Primary Tumor","f1aa53c8-fb44-431d-9bb9-ba7647cd9ead","ENSG00000105639.20","JAK3",2078,14.2228,3.6036,3.6235,"OK","JAK3",3.92816183970684
"TCGA-KIRC","TCGA-B2-5635-01A-01R-1541-07","TCGA-B2-5635","Primary Tumor","b98e59fc-120a-45c4-aade-3b59ca4a1a86","ENSG00000105639.20","JAK3",2514,23.4403,6.7902,7.031,"OK","JAK3",4.61119008895791
"TCGA-KIRC","TCGA-B4-5834-01A-11R-1672-07","TCGA-B4-5834","Primary Tumor","f13ca22a-ad44-45c0-806b-678bacee6135","ENSG00000105639.20","JAK3",1510,12.8325,3.304,3.3614,"OK","JAK3",3.7899900186681
"TCGA-KIRC","TCGA-DV-5575-01A-01R-1541-07","TCGA-DV-5575","Primary Tumor","a5dd6162-2bca-4bbb-a068-94d122a52cc5","ENSG00000105639.20","JAK3",1234,12.5092,3.5649,3.6309,"OK","JAK3",3.75587033726332
"TCGA-KIRC","TCGA-CJ-4643-01A-02R-1325-07","TCGA-CJ-4643","Primary Tumor","2693e892-e285-4d51-b84a-7498437b6956","ENSG00000105639.20","JAK3",1290,11.3129,3.2225,3.1588,"OK","JAK3",3.62209868797558
"TCGA-KIRC","TCGA-A3-3382-01A-02R-1325-07","TCGA-A3-3382","Primary Tumor","16349fe9-a2c9-4577-8b34-6761dd22ee61","ENSG00000105639.20","JAK3",3040,35.7091,8.5273,8.8486,"OK","JAK3",5.19806583908637
"TCGA-KIRC","TCGA-B0-5703-11A-01R-1541-07","TCGA-B0-5703","Solid Tissue Normal","61e2977f-ac86-4a5a-819d-3fba1af9253a","ENSG00000105639.20","JAK3",208,1.8626,0.6532,0.6767,"OK","JAK3",1.51732609215601
"TCGA-KIRC","TCGA-B8-5165-01A-01R-1420-07","TCGA-B8-5165","Primary Tumor","8c4bd061-8371-4313-bfdc-1b2213daea12","ENSG00000105639.20","JAK3",738,5.6656,1.5781,1.6387,"OK","JAK3",2.7367347444912
"TCGA-KIRC","TCGA-CJ-4888-01A-01R-1305-07","TCGA-CJ-4888","Primary Tumor","160f9fb3-e1e0-4f32-ab86-9555e838a0a0","ENSG00000105639.20","JAK3",8575,43.4066,18.9087,21.3019,"OK","JAK3",5.47270221019336
"TCGA-KIRC","TCGA-CZ-5469-01A-01R-1503-07","TCGA-CZ-5469","Primary Tumor","6ae1ed76-5b6f-41a6-917b-cc713f874a03","ENSG00000105639.20","JAK3",2062,14.5232,5.3232,6.4971,"OK","JAK3",3.95635408464537
"TCGA-KIRC","TCGA-CZ-4866-01A-01R-1503-07","TCGA-CZ-4866","Primary Tumor","de6772b8-dd18-4584-880e-b4080e2e0f8d","ENSG00000105639.20","JAK3",489,2.4483,0.7618,0.7743,"OK","JAK3",1.78588529347709
"TCGA-KIRC","TCGA-CW-6088-11A-01R-1672-07","TCGA-CW-6088","Solid Tissue Normal","83395208-40ec-4a57-a3ea-5f9dd8491998","ENSG00000105639.20","JAK3",236,1.3522,0.4208,0.418,"OK","JAK3",1.2340107331084
"TCGA-KIRC","TCGA-B2-5633-01A-01R-1541-07","TCGA-B2-5633","Primary Tumor","61894bd0-9fdb-4bb1-b32c-f52dbc10c850","ENSG00000105639.20","JAK3",1388,18.7031,4.7603,4.6242,"OK","JAK3",4.30035072978617
"TCGA-KIRC","TCGA-CZ-4862-01A-01R-1305-07","TCGA-CZ-4862","Primary Tumor","1fbf38d0-bc11-4d81-81a3-2a558afa4db5","ENSG00000105639.20","JAK3",2889,37.8943,10.0978,9.2696,"OK","JAK3",5.28148683713547
"TCGA-KIRC","TCGA-BP-5169-01A-01R-1426-07","TCGA-BP-5169","Primary Tumor","1d4c5088-5f7a-4ac9-8a04-46288af80215","ENSG00000105639.20","JAK3",4127,15.0377,12.1359,19.1882,"OK","JAK3",4.00339535161052
"TCGA-KIRC","TCGA-DV-A4W0-01A-11R-A266-07","TCGA-DV-A4W0","Primary Tumor","07b09d0e-fac2-42a7-9cac-ac1e38a92298","ENSG00000105639.20","JAK3",279,2.8893,0.9242,0.9318,"OK","JAK3",1.95951052091755
"TCGA-KIRC","TCGA-CZ-5465-01A-01R-1503-07","TCGA-CZ-5465","Primary Tumor","ceaf66d6-7fcf-47d6-ae3f-99323057c910","ENSG00000105639.20","JAK3",941,5.153,1.5603,1.6939,"OK","JAK3",2.62128999253892
"TCGA-KIRC","TCGA-CZ-5454-01A-01R-1503-07","TCGA-CZ-5454","Primary Tumor","7bb02e2f-67db-4527-959a-4f38da4edd7a","ENSG00000105639.20","JAK3",1551,8.5141,2.8494,3.3443,"OK","JAK3",3.25006718913744
"TCGA-KIRC","TCGA-BP-4960-01A-01R-1334-07","TCGA-BP-4960","Primary Tumor","eeb522fe-ab63-4e1f-b2cf-de74af6b64f2","ENSG00000105639.20","JAK3",3407,15.588,7.9128,11.902,"OK","JAK3",4.05206804724387
"TCGA-KIRC","TCGA-B2-3923-01A-02R-1325-07","TCGA-B2-3923","Primary Tumor","2b393323-81e3-49e2-9acd-18eb8ab0c563","ENSG00000105639.20","JAK3",197,1.7814,0.6446,0.7526,"OK","JAK3",1.47581123714014
"TCGA-KIRC","TCGA-CW-5585-11A-01R-1541-07","TCGA-CW-5585","Solid Tissue Normal","c68fded5-978b-4d7a-9077-89c2c6b35f47","ENSG00000105639.20","JAK3",185,1.0935,0.3978,0.429,"OK","JAK3",1.06591691807821
"TCGA-KIRC","TCGA-B4-5835-01A-11R-1672-07","TCGA-B4-5835","Primary Tumor","d9735236-6587-4453-8c8d-2d39ca495cce","ENSG00000105639.20","JAK3",726,4.009,1.4221,1.6558,"OK","JAK3",2.32452261159581
"TCGA-KIRC","TCGA-EU-5907-01A-11R-1672-07","TCGA-EU-5907","Primary Tumor","304948c1-e699-44b0-814d-defc3a1119f3","ENSG00000105639.20","JAK3",328,4.8415,1.266,1.2449,"OK","JAK3",2.54633887675812
"TCGA-KIRC","TCGA-B0-4697-01A-01R-1277-07","TCGA-B0-4697","Primary Tumor","d6ad13eb-3ed8-4b4a-ac50-37061cf8236a","ENSG00000105639.20","JAK3",3198,39.6506,28.1491,30.6428,"OK","JAK3",5.34520474142226
"TCGA-KIRC","TCGA-B0-5696-11A-01R-1541-07","TCGA-B0-5696","Solid Tissue Normal","80bd1a2f-c729-40f3-b50f-8a3b766e0231","ENSG00000105639.20","JAK3",253,1.8208,0.6723,0.7244,"OK","JAK3",1.49610437977073
"TCGA-KIRC","TCGA-BP-5175-01A-01R-1426-07","TCGA-BP-5175","Primary Tumor","6d481b79-8322-4ac0-93ba-aaa34fd41ed9","ENSG00000105639.20","JAK3",2293,10.9746,5.7491,10.3235,"OK","JAK3",3.58190555981294
"TCGA-KIRC","TCGA-BP-5182-01A-01R-1426-07","TCGA-BP-5182","Primary Tumor","09c297be-f824-4a0b-ae20-57ecf089a7d5","ENSG00000105639.20","JAK3",1456,9.8338,3.067,3.3756,"OK","JAK3",3.43746745783209
"TCGA-KIRC","TCGA-CW-5581-01A-02R-1541-07","TCGA-CW-5581","Primary Tumor","7560bd39-ffd0-45ae-95c9-451bccc8ccc4","ENSG00000105639.20","JAK3",835,7.2483,1.9671,2.0486,"OK","JAK3",3.04409680611064
"TCGA-KIRC","TCGA-G6-A5PC-01A-11R-A33J-07","TCGA-G6-A5PC","Primary Tumor","a57d26d5-0255-4bd1-bcd6-ebfb9d35055d","ENSG00000105639.20","JAK3",577,4.3273,2.2051,3.2065,"OK","JAK3",2.41340452668947
"TCGA-KIRC","TCGA-BP-4166-01A-02R-1289-07","TCGA-BP-4166","Primary Tumor","486f1d07-6c9a-445d-b603-129238a55dbb","ENSG00000105639.20","JAK3",527,4.0158,1.5462,1.8147,"OK","JAK3",2.3264798232674
"TCGA-KIRC","TCGA-B0-5075-01A-01R-1334-07","TCGA-B0-5075","Primary Tumor","fae1f158-5990-4e7c-90a9-f33fe8be8753","ENSG00000105639.20","JAK3",2289,11.9488,4.4225,5.1325,"OK","JAK3",3.69474650057791
"TCGA-KIRC","TCGA-A3-3383-01A-02R-1325-07","TCGA-A3-3383","Primary Tumor","0558db50-149d-4b8f-9994-4e0c3451ae8e","ENSG00000105639.20","JAK3",2526,26.0455,9.0485,10.271,"OK","JAK3",4.75731666425352
"TCGA-KIRC","TCGA-CZ-5453-01A-01R-1503-07","TCGA-CZ-5453","Primary Tumor","1b70671f-61a5-4a23-ab6b-2120e80d1698","ENSG00000105639.20","JAK3",1308,7.4348,2.8345,3.0882,"OK","JAK3",3.076353860756
"TCGA-KIRC","TCGA-CJ-5680-01A-11R-1541-07","TCGA-CJ-5680","Primary Tumor","3dff6d1d-98ca-49b9-a6e4-5a4da59fb2f8","ENSG00000105639.20","JAK3",734,6.5011,1.9052,1.8418,"OK","JAK3",2.90710217536571
"TCGA-KIRC","TCGA-B0-5121-01A-02R-1420-07","TCGA-B0-5121","Primary Tumor","cbe040e0-9ed9-4af4-a177-392a0b63a40b","ENSG00000105639.20","JAK3",1693,7.2449,3.7108,5.1795,"OK","JAK3",3.04350199573928
"TCGA-KIRC","TCGA-B0-4701-01A-01R-1277-07","TCGA-B0-4701","Primary Tumor","52f4db86-9951-464d-a9c2-520a3681a9a8","ENSG00000105639.20","JAK3",2897,27.3884,8.6483,8.885,"OK","JAK3",4.82722963443527
"TCGA-KIRC","TCGA-B0-5107-01A-01R-1420-07","TCGA-B0-5107","Primary Tumor","d07320f0-36a4-4dab-83bb-faaaf21a2bcb","ENSG00000105639.20","JAK3",3217,26.8548,9.2012,10.6635,"OK","JAK3",4.7998540522373
"TCGA-KIRC","TCGA-B8-5553-01A-01R-1541-07","TCGA-B8-5553","Primary Tumor","e0999ea7-e0c9-487f-b8a7-3eda87ab8601","ENSG00000105639.20","JAK3",1219,12.9348,3.2182,3.1731,"OK","JAK3",3.80062039111604
"TCGA-KIRC","TCGA-B0-5083-01A-02R-1420-07","TCGA-B0-5083","Primary Tumor","d5c03bc2-fb49-457d-8445-f8177008554b","ENSG00000105639.20","JAK3",527,3.5789,1.6283,2.1442,"OK","JAK3",2.19500105789649
"TCGA-KIRC","TCGA-CZ-5468-11A-01R-1503-07","TCGA-CZ-5468","Solid Tissue Normal","bbb17751-e367-45a2-b561-9607d02d03c3","ENSG00000105639.20","JAK3",393,3.0678,0.9597,0.9648,"OK","JAK3",2.02424874849204
"TCGA-KIRC","TCGA-CZ-5468-01A-01R-1503-07","TCGA-CZ-5468","Primary Tumor","4d9d7601-1c03-422d-8dc1-1857593c49a5","ENSG00000105639.20","JAK3",2235,16.3297,5.3629,6.1812,"OK","JAK3",4.11517477464462
"TCGA-KIRC","TCGA-B8-4619-11A-01R-1758-07","TCGA-B8-4619","Solid Tissue Normal","cc455312-98ef-40a7-b2f6-6ee31380b06e","ENSG00000105639.20","JAK3",175,1.5208,0.6999,0.8663,"OK","JAK3",1.33388165946809
"TCGA-KIRC","TCGA-CJ-4634-01A-02R-1325-07","TCGA-CJ-4634","Primary Tumor","80a63e36-0f14-4d11-880b-c9c425034d5b","ENSG00000105639.20","JAK3",706,6.9771,1.9235,1.7465,"OK","JAK3",2.99586436348773
"TCGA-KIRC","TCGA-B0-5094-01A-01R-1420-07","TCGA-B0-5094","Primary Tumor","c830413d-ad40-4e2a-b2a5-56407eed5ca3","ENSG00000105639.20","JAK3",5102,42.6448,12.4558,13.4187,"OK","JAK3",5.44773787105357
"TCGA-KIRC","TCGA-B8-A54D-01A-21R-A266-07","TCGA-B8-A54D","Primary Tumor","3f22ab0f-057b-4d34-8722-63ec8c8d1d33","ENSG00000105639.20","JAK3",1126,17.4475,7.0503,7.1016,"OK","JAK3",4.20535341079454
"TCGA-KIRC","TCGA-BP-4341-01A-01R-1289-07","TCGA-BP-4341","Primary Tumor","cce6300b-bad4-411f-912d-7cb1d9fb9733","ENSG00000105639.20","JAK3",946,6.3265,2.5345,2.8856,"OK","JAK3",2.87312416172154
"TCGA-KIRC","TCGA-CW-5580-11A-02R-1672-07","TCGA-CW-5580","Solid Tissue Normal","edf83523-a278-4657-88f9-230494fae0b9","ENSG00000105639.20","JAK3",336,1.9594,0.6745,0.7123,"OK","JAK3",1.56530470802725
"TCGA-KIRC","TCGA-B0-4691-01A-01R-1277-07","TCGA-B0-4691","Primary Tumor","ee7ecfb9-1ec5-4553-ba37-19c2b5f0da0f","ENSG00000105639.20","JAK3",1797,12.0096,4.9598,6.6655,"OK","JAK3",3.70150469976491
"TCGA-KIRC","TCGA-B0-4713-01A-01R-1277-07","TCGA-B0-4713","Primary Tumor","637c8c48-42f9-43d7-8281-c014f4170109","ENSG00000105639.20","JAK3",1316,11.3276,4.8272,6.3681,"OK","JAK3",3.62382005074152
"TCGA-KIRC","TCGA-BP-4768-01A-01R-1289-07","TCGA-BP-4768","Primary Tumor","dcc70515-99c2-4867-b39a-e4c3e3a66430","ENSG00000105639.20","JAK3",3394,22.7269,7.5997,8.0391,"OK","JAK3",4.56845171472903
"TCGA-KIRC","TCGA-B0-5701-11A-01R-1541-07","TCGA-B0-5701","Solid Tissue Normal","8a56004e-52fb-4a5e-afa0-e466ca53d57b","ENSG00000105639.20","JAK3",474,3.5063,1.1585,1.2364,"OK","JAK3",2.17194336197662
"TCGA-KIRC","TCGA-CJ-4644-01A-02R-1325-07","TCGA-CJ-4644","Primary Tumor","39b522e7-162a-42e6-bdcc-a156016b9a81","ENSG00000105639.20","JAK3",600,5.7624,1.721,1.7138,"OK","JAK3",2.7575353550288
"TCGA-KIRC","TCGA-BP-4756-01A-01R-1289-07","TCGA-BP-4756","Primary Tumor","1c5ca894-35e2-40f0-9d1a-38d25f6d6d78","ENSG00000105639.20","JAK3",952,5.8157,2.3399,2.472,"OK","JAK3",2.76886183526484
"TCGA-KIRC","TCGA-B4-5844-01A-11R-1672-07","TCGA-B4-5844","Primary Tumor","eeb25b36-1272-4092-848e-9807eaed9d4e","ENSG00000105639.20","JAK3",440,4.5527,1.201,1.1801,"OK","JAK3",2.47318945243894
"TCGA-KIRC","TCGA-BP-4992-01A-01R-1334-07","TCGA-BP-4992","Primary Tumor","c0ab320a-1952-4875-af3e-9f30dcc2406b","ENSG00000105639.20","JAK3",5615,27.1974,16.3465,24.9163,"OK","JAK3",4.81749023694279
"TCGA-KIRC","TCGA-B2-5636-11A-01R-1541-07","TCGA-B2-5636","Solid Tissue Normal","369d7929-e499-436c-b1cc-231715d11635","ENSG00000105639.20","JAK3",732,4.8913,1.7723,1.93,"OK","JAK3",2.55858602057688
"TCGA-KIRC","TCGA-B8-4153-01B-11R-1672-07","TCGA-B8-4153","Primary Tumor","acf622b2-9d9f-45c4-992d-28165321a955","ENSG00000105639.20","JAK3",965,7.1459,3.1285,3.8074,"OK","JAK3",3.02607410376072
"TCGA-KIRC","TCGA-BP-4355-01A-01R-1289-07","TCGA-BP-4355","Primary Tumor","9fc9bcd9-af84-44b8-bf83-f130d247e9a1","ENSG00000105639.20","JAK3",1664,13.4528,4.5736,4.8729,"OK","JAK3",3.85327711389638
"TCGA-KIRC","TCGA-CJ-5672-11A-01R-1541-07","TCGA-CJ-5672","Solid Tissue Normal","6a2325f0-0fe8-4fab-8af3-ab89e8aa47f0","ENSG00000105639.20","JAK3",358,2.1861,0.7604,0.7955,"OK","JAK3",1.67179154848281
"TCGA-KIRC","TCGA-CZ-5982-11A-01R-1672-07","TCGA-CZ-5982","Solid Tissue Normal","73b5e567-d5a8-4fe7-b60e-fd4654d56fb5","ENSG00000105639.20","JAK3",71,0.394,0.1742,0.2138,"OK","JAK3",0.479230561206336
"TCGA-KIRC","TCGA-B0-4838-01A-01R-1305-07","TCGA-B0-4838","Primary Tumor","4e760e7b-84cb-42ea-9ea9-259abe362af3","ENSG00000105639.20","JAK3",2508,21.2925,7.1794,7.1969,"OK","JAK3",4.47848651208419
"TCGA-KIRC","TCGA-CZ-5457-01A-01R-1503-07","TCGA-CZ-5457","Primary Tumor","e79eb779-6742-452b-87d4-35e67d30de92","ENSG00000105639.20","JAK3",841,5.186,1.6961,1.7802,"OK","JAK3",2.62900683342718
"TCGA-KIRC","TCGA-CZ-5457-11A-01R-1503-07","TCGA-CZ-5457","Solid Tissue Normal","828b7513-8452-4541-8576-8c2f66e79892","ENSG00000105639.20","JAK3",452,2.8837,0.9719,1.0244,"OK","JAK3",1.95743176274779
"TCGA-KIRC","TCGA-CW-5591-01A-01R-1541-07","TCGA-CW-5591","Primary Tumor","19062abb-b733-43e2-a9f2-81bca6d65a1e","ENSG00000105639.20","JAK3",590,6.2044,1.64,1.558,"OK","JAK3",2.84887828424195
"TCGA-KIRC","TCGA-CZ-5988-11A-01R-1672-07","TCGA-CZ-5988","Solid Tissue Normal","73d97d28-fb60-4380-8ba0-34e79da74af2","ENSG00000105639.20","JAK3",120,0.9812,0.4012,0.4474,"OK","JAK3",0.986374526084965
"TCGA-KIRC","TCGA-CZ-5988-01A-11R-1672-07","TCGA-CZ-5988","Primary Tumor","a810deed-122b-4c57-9d6f-8146c5064712","ENSG00000105639.20","JAK3",1067,16.146,4.1861,4.2821,"OK","JAK3",4.09980014339942
"TCGA-KIRC","TCGA-CW-5591-11A-01R-1541-07","TCGA-CW-5591","Solid Tissue Normal","00252d7f-e222-462f-badc-b97e8dce2021","ENSG00000105639.20","JAK3",1986,16.776,4.8475,5.308,"OK","JAK3",4.151858816727
"TCGA-KIRC","TCGA-BP-5200-01A-01R-1426-07","TCGA-BP-5200","Primary Tumor","c35af344-001b-434d-8756-e410748e8df1","ENSG00000105639.20","JAK3",2658,15.2668,4.7496,4.9914,"OK","JAK3",4.02385856727509
"TCGA-KIRC","TCGA-CJ-6031-01A-11R-1672-07","TCGA-CJ-6031","Primary Tumor","52433ea4-d6cc-4d21-a1af-d62c3e9c5d77","ENSG00000105639.20","JAK3",2292,14.0793,5.3507,6.3366,"OK","JAK3",3.91449755333689
"TCGA-KIRC","TCGA-BP-5187-01A-01R-1426-07","TCGA-BP-5187","Primary Tumor","07857799-d6eb-4a80-83b5-aad368e6cd3c","ENSG00000105639.20","JAK3",1033,14.3241,4.4937,5.3765,"OK","JAK3",3.93773044034241
"TCGA-KIRC","TCGA-B0-5110-01A-01R-1420-07","TCGA-B0-5110","Primary Tumor","a34f90d2-32b4-44e7-a820-07f3d48823ce","ENSG00000105639.20","JAK3",1070,11.1782,2.9874,2.8797,"OK","JAK3",3.60622900621223
"TCGA-KIRC","TCGA-CJ-4889-01A-01R-1305-07","TCGA-CJ-4889","Primary Tumor","dab754d3-54c4-4941-879a-dc107def74d8","ENSG00000105639.20","JAK3",2437,16.2164,6.1734,5.9951,"OK","JAK3",4.10571159737133
"TCGA-KIRC","TCGA-CZ-5987-11A-01R-1672-07","TCGA-CZ-5987","Solid Tissue Normal","f007e19e-984c-4c94-b1d0-e4c298d9faa9","ENSG00000105639.20","JAK3",535,7.5327,2.1325,2.0745,"OK","JAK3",3.09300232539523
"TCGA-KIRC","TCGA-CZ-5987-01A-11R-1672-07","TCGA-CZ-5987","Primary Tumor","e3fc3546-680c-44fa-ac79-918668443800","ENSG00000105639.20","JAK3",2237,25.3212,10.0872,11.0325,"OK","JAK3",4.71815335883075
"TCGA-KIRC","TCGA-AK-3453-01A-02R-1277-07","TCGA-AK-3453","Primary Tumor","fb47d9fc-c3a4-4f1c-b707-4996b5520351","ENSG00000105639.20","JAK3",1854,19.2297,9.5023,11.6931,"OK","JAK3",4.3384030202348
"TCGA-KIRC","TCGA-BP-4330-01A-01R-1289-07","TCGA-BP-4330","Primary Tumor","4d986c3f-bde2-4e66-836d-30b701d0781c","ENSG00000105639.20","JAK3",3709,27.0005,8.5917,8.4132,"OK","JAK3",4.80738068423903
"TCGA-KIRC","TCGA-B0-5119-01A-02R-1420-07","TCGA-B0-5119","Primary Tumor","512aef07-f542-4aa6-b3e6-8f74ae1ce224","ENSG00000105639.20","JAK3",1665,14.8799,4.3314,4.2484,"OK","JAK3",3.98912992235826
"TCGA-KIRC","TCGA-BP-4176-01A-02R-1289-07","TCGA-BP-4176","Primary Tumor","61e85059-9ba2-43ba-9246-4731ace197e4","ENSG00000105639.20","JAK3",1956,15.4785,4.9922,5.373,"OK","JAK3",4.04251301816989
"TCGA-KIRC","TCGA-CW-6087-01A-11R-1672-07","TCGA-CW-6087","Primary Tumor","8e95a2b4-3110-4dd6-b3c9-b3e83c563282","ENSG00000105639.20","JAK3",9691,66.7297,18.6262,18.5623,"OK","JAK3",6.08171670042679
"TCGA-KIRC","TCGA-CW-6087-11A-01R-1672-07","TCGA-CW-6087","Solid Tissue Normal","7c90bf9b-74c9-459c-9cd7-944ea4535a6d","ENSG00000105639.20","JAK3",204,0.9156,0.4182,0.4968,"OK","JAK3",0.937796340686552
"TCGA-KIRC","TCGA-B0-4699-01A-01R-1277-07","TCGA-B0-4699","Primary Tumor","feb6de8d-c44f-44ca-9583-232511ef54fd","ENSG00000105639.20","JAK3",3726,19.5937,5.8788,5.9956,"OK","JAK3",4.36413115225408
"TCGA-KIRC","TCGA-CJ-6032-01A-11R-1672-07","TCGA-CJ-6032","Primary Tumor","37faaa8d-fcc6-4feb-beae-cfe8155b03c2","ENSG00000105639.20","JAK3",568,4.141,1.1987,1.1832,"OK","JAK3",2.36204901208824
"TCGA-KIRC","TCGA-B0-5709-01A-11R-1541-07","TCGA-B0-5709","Primary Tumor","4f836d31-425e-43d4-8052-5e4a1d770efd","ENSG00000105639.20","JAK3",2466,20.6616,5.4774,5.3668,"OK","JAK3",4.43706790416848
"TCGA-KIRC","TCGA-B0-5709-11A-01R-1541-07","TCGA-B0-5709","Solid Tissue Normal","213b2ef0-57cb-4fa3-9d56-2bda451006c9","ENSG00000105639.20","JAK3",398,2.3995,0.8722,0.9229,"OK","JAK3",1.76532256972595
"TCGA-KIRC","TCGA-AK-3445-01A-02R-1277-07","TCGA-AK-3445","Primary Tumor","8ebf5653-96f8-4adc-a251-d8c059d699b0","ENSG00000105639.20","JAK3",3326,34.9725,10.8413,12.0107,"OK","JAK3",5.16882252159084
"TCGA-KIRC","TCGA-BP-4970-01A-01R-1334-07","TCGA-BP-4970","Primary Tumor","ab55b80d-abac-431c-bd6e-e5e1ed46210f","ENSG00000105639.20","JAK3",2647,16.3164,4.4236,4.5455,"OK","JAK3",4.11406712645412
"TCGA-KIRC","TCGA-BP-4963-01A-01R-1334-07","TCGA-BP-4963","Primary Tumor","a89b3ab8-977d-4c4d-8323-ca8d6df792e4","ENSG00000105639.20","JAK3",1885,14.0022,4.6799,4.7617,"OK","JAK3",3.90710217536571
"TCGA-KIRC","TCGA-BP-4770-01A-01R-1503-07","TCGA-BP-4770","Primary Tumor","e8a098f6-ed3e-46a8-ae16-2f130a5fb715","ENSG00000105639.20","JAK3",2256,16.3702,4.5508,5.8983,"OK","JAK3",4.1185424601819
"TCGA-KIRC","TCGA-B0-5117-01A-01R-1420-07","TCGA-B0-5117","Primary Tumor","cdc162f6-6ee3-45bb-a764-88458b87bf7b","ENSG00000105639.20","JAK3",226,1.1122,0.666,1.0176,"OK","JAK3",1.07874644707665
"TCGA-KIRC","TCGA-BP-4987-01A-01R-1334-07","TCGA-BP-4987","Primary Tumor","72595e5d-dab6-4d89-8332-6b0a599e218b","ENSG00000105639.20","JAK3",1992,15.0251,4.5024,4.4178,"OK","JAK3",4.00226145448046
"TCGA-KIRC","TCGA-MW-A4EC-01A-11R-A266-07","TCGA-MW-A4EC","Primary Tumor","4488f655-ed4d-44d1-acad-20d9c530f84d","ENSG00000105639.20","JAK3",1215,11.9661,3.6999,3.6551,"OK","JAK3",3.69667269963057
"TCGA-KIRC","TCGA-B8-4622-11A-01R-1758-07","TCGA-B8-4622","Solid Tissue Normal","d2f080ca-6e8b-4b9c-b64d-376ca8a8beed","ENSG00000105639.20","JAK3",265,2.0013,0.8592,1.002,"OK","JAK3",1.58558753315829
"TCGA-KIRC","TCGA-BP-5008-01A-01R-1334-07","TCGA-BP-5008","Primary Tumor","40b17492-39d1-4ce2-8f91-9e1cba32f42a","ENSG00000105639.20","JAK3",2595,17.5872,5.2004,5.5024,"OK","JAK3",4.21623755205382
"TCGA-KIRC","TCGA-CZ-5467-01A-01R-1503-07","TCGA-CZ-5467","Primary Tumor","063830a5-bb8f-4d58-98d6-c49ea4f1f66d","ENSG00000105639.20","JAK3",1008,8.574,2.3418,2.4199,"OK","JAK3",3.25912180605768
"TCGA-KIRC","TCGA-CZ-5467-11A-01R-1503-07","TCGA-CZ-5467","Solid Tissue Normal","e4240172-1921-44aa-95da-781be3485a1e","ENSG00000105639.20","JAK3",335,2.0582,0.7352,0.84,"OK","JAK3",1.61268275907708
"TCGA-KIRC","TCGA-BP-5202-01A-02R-1426-07","TCGA-BP-5202","Primary Tumor","cd6333d6-6973-4278-8c7d-ad89e71bd508","ENSG00000105639.20","JAK3",1013,6.8965,2.0534,2.0968,"OK","JAK3",2.98121334297091
"TCGA-KIRC","TCGA-B0-4817-01A-01R-1277-07","TCGA-B0-4817","Primary Tumor","f88159e9-78e2-4222-b9f6-2d50c5b3387a","ENSG00000105639.20","JAK3",2915,21.6944,10.3431,14.0837,"OK","JAK3",4.50426444134924
"TCGA-KIRC","TCGA-CJ-4895-01A-01R-1305-07","TCGA-CJ-4895","Primary Tumor","4f8bfa46-5071-4cd4-9626-b91221550dd7","ENSG00000105639.20","JAK3",4032,35.6588,11.6346,12.2781,"OK","JAK3",5.19608765593199
"TCGA-KIRC","TCGA-B0-5710-01A-11R-1672-07","TCGA-B0-5710","Primary Tumor","1a351079-31b5-4080-a03d-62ea7065d7a8","ENSG00000105639.20","JAK3",2372,23.32,6.3583,6.6556,"OK","JAK3",4.60407132366886
"TCGA-KIRC","TCGA-B2-5641-01A-01R-1541-07","TCGA-B2-5641","Primary Tumor","e20633e3-526f-4ac5-9cb0-202a028462b0","ENSG00000105639.20","JAK3",3955,33.5536,9.7318,10.4707,"OK","JAK3",5.11076412189981
"TCGA-KIRC","TCGA-BP-4801-01A-02R-1420-07","TCGA-BP-4801","Primary Tumor","929af903-a778-4a8c-9d04-de3c9d9df5eb","ENSG00000105639.20","JAK3",1186,10.086,3.0003,3.1238,"OK","JAK3",3.47066700762489
"TCGA-KIRC","TCGA-CJ-4912-01A-01R-1426-07","TCGA-CJ-4912","Primary Tumor","4caac446-75ef-4e21-ab99-216a5962f956","ENSG00000105639.20","JAK3",2119,13.8941,6.8984,8.8975,"OK","JAK3",3.89666904393531
"TCGA-KIRC","TCGA-BP-5173-01A-01R-1426-07","TCGA-BP-5173","Primary Tumor","be6fa48c-95e0-4a7f-aa05-362d1b7a5a4a","ENSG00000105639.20","JAK3",994,7.5924,2.3865,2.694,"OK","JAK3",3.10306115633355
"TCGA-KIRC","TCGA-CJ-4887-01A-01R-1305-07","TCGA-CJ-4887","Primary Tumor","4a0d03ae-65be-4168-89c9-0a756f0e47fc","ENSG00000105639.20","JAK3",1831,12.6744,5.0394,5.8945,"OK","JAK3",3.77340562728254
