"project","sample_barcode","patient_id","sample_type","file_id","gene_id","gene_name","unstranded_count","TPM","FPKM","FPKM_UQ","extraction_status","Gene","log2TPM1"
"TCGA-KIRC","TCGA-CJ-4874-01A-01R-1305-07","TCGA-CJ-4874","Primary Tumor","336a927a-fe7a-4c77-8fcb-5307cfd145c4","ENSG00000133216.17","EPHB2",348,1.5155,0.4847,0.5158,"OK","EPHB2",1.33084518962342
"TCGA-KIRC","TCGA-BP-4804-01A-02R-1305-07","TCGA-BP-4804","Primary Tumor","1a106eaf-ff8d-43eb-8720-8be7ba8d9888","ENSG00000133216.17","EPHB2",775,4.4082,1.6113,1.774,"OK","EPHB2",2.43514850474009
"TCGA-KIRC","TCGA-B0-5120-01A-01R-1420-07","TCGA-B0-5120","Primary Tumor","a7ce93ac-964a-4d4e-980a-7fb987bf58b7","ENSG00000133216.17","EPHB2",627,3.0366,0.894,0.9333,"OK","EPHB2",2.013140632494
"TCGA-KIRC","TCGA-BP-4962-01A-01R-1334-07","TCGA-BP-4962","Primary Tumor","9e969cab-9be7-4aa5-957f-5868071cd1c7","ENSG00000133216.17","EPHB2",443,1.2355,0.5144,0.657,"OK","EPHB2",1.16059754588055
"TCGA-KIRC","TCGA-B0-4818-01A-01R-1503-07","TCGA-B0-4818","Primary Tumor","80472422-c0f4-4814-be44-fb1c9e821409","ENSG00000133216.17","EPHB2",163,0.5978,0.2165,0.2181,"OK","EPHB2",0.676086834382321
"TCGA-KIRC","TCGA-G6-A8L8-01A-21R-A37O-07","TCGA-G6-A8L8","Primary Tumor","8e4480b4-e56b-4937-94c7-617b4125615c","ENSG00000133216.17","EPHB2",32,0.1731,0.0583,0.0595,"OK","EPHB2",0.230326000028692
"TCGA-KIRC","TCGA-AK-3433-01A-02R-1277-07","TCGA-AK-3433","Primary Tumor","2a9c1676-cb34-430b-8111-6a28c563065b","ENSG00000133216.17","EPHB2",57,0.2526,0.1141,0.1432,"OK","EPHB2",0.324925784055321
"TCGA-KIRC","TCGA-BP-5174-01A-01R-1426-07","TCGA-BP-5174","Primary Tumor","8225b9d3-d25a-4f08-b369-d0ac81a8748c","ENSG00000133216.17","EPHB2",190,0.6491,0.2573,0.3086,"OK","EPHB2",0.721678885209468
"TCGA-KIRC","TCGA-CJ-5686-01A-11R-1672-07","TCGA-CJ-5686","Primary Tumor","12eadc69-863d-46fe-bb19-f8b38b05471b","ENSG00000133216.17","EPHB2",477,1.8728,0.5586,0.586,"OK","EPHB2",1.52245755811521
"TCGA-KIRC","TCGA-B0-4842-01A-02R-1420-07","TCGA-B0-4842","Primary Tumor","b2a87553-0fb8-4e1f-9e6e-cc0510b07c8a","ENSG00000133216.17","EPHB2",360,1.6449,0.6962,0.914,"OK","EPHB2",1.40321317707224
"TCGA-KIRC","TCGA-B2-3923-01A-02R-A277-07","TCGA-B2-3923","Primary Tumor","4134fa64-6365-4a43-b990-48342be44405","ENSG00000133216.17","EPHB2",151,0.5733,0.3064,0.3218,"OK","EPHB2",0.653793792969268
"TCGA-KIRC","TCGA-B0-5696-01A-11R-1541-07","TCGA-B0-5696","Primary Tumor","1e1f9cde-c6e0-4925-944f-12d354ef858e","ENSG00000133216.17","EPHB2",194,0.7921,0.2513,0.2775,"OK","EPHB2",0.841651142685061
"TCGA-KIRC","TCGA-CJ-5681-01A-11R-1541-07","TCGA-CJ-5681","Primary Tumor","6f2cbdf8-24b9-4b9c-9a73-4e872852e6ac","ENSG00000133216.17","EPHB2",503,2.8392,0.727,0.6675,"OK","EPHB2",1.94080571816674
"TCGA-KIRC","TCGA-A3-3319-01A-02R-1325-07","TCGA-A3-3319","Primary Tumor","afe81650-e131-41ab-81e9-0ecb888b1420","ENSG00000133216.17","EPHB2",699,2.3472,0.806,0.977,"OK","EPHB2",1.74295475669749
"TCGA-KIRC","TCGA-A3-3373-01A-02R-1420-07","TCGA-A3-3373","Primary Tumor","fba70eac-57d4-468f-bbfc-859628c54dec","ENSG00000133216.17","EPHB2",591,1.96,0.6294,0.663,"OK","EPHB2",1.56559717585423
"TCGA-KIRC","TCGA-EU-5905-01A-11R-1672-07","TCGA-EU-5905","Primary Tumor","d9da2793-4334-4b17-b234-172705dca082","ENSG00000133216.17","EPHB2",334,2.9741,0.7486,0.8278,"OK","EPHB2",1.99062817547861
"TCGA-KIRC","TCGA-B0-4839-01A-01R-1305-07","TCGA-B0-4839","Primary Tumor","6d8bf03c-2f7c-45b1-b81c-1de9d5085960","ENSG00000133216.17","EPHB2",197,0.6116,0.2855,0.3988,"OK","EPHB2",0.688493710599149
"TCGA-KIRC","TCGA-B0-4814-01A-01R-1277-07","TCGA-B0-4814","Primary Tumor","831bedf9-e67d-4a2a-b0a7-6d6c92edf77a","ENSG00000133216.17","EPHB2",113,0.5755,0.1824,0.1897,"OK","EPHB2",0.655809754355452
"TCGA-KIRC","TCGA-CZ-5461-01A-01R-1503-07","TCGA-CZ-5461","Primary Tumor","040bcb51-b1dd-4666-819f-3ffed0b5ebb0","ENSG00000133216.17","EPHB2",449,1.6204,0.4713,0.4714,"OK","EPHB2",1.38978705373566
"TCGA-KIRC","TCGA-B0-5081-01A-01R-1334-07","TCGA-B0-5081","Primary Tumor","164a6eaa-7f88-4687-a7e1-b907c468766e","ENSG00000133216.17","EPHB2",597,1.5171,0.6757,0.8148,"OK","EPHB2",1.33176253339928
"TCGA-KIRC","TCGA-CZ-5461-11A-01R-1503-07","TCGA-CZ-5461","Solid Tissue Normal","7d7719e1-5451-4ec0-a3d6-99aaaf640bcd","ENSG00000133216.17","EPHB2",1783,5.0936,1.7136,1.7598,"OK","EPHB2",2.60729480081921
"TCGA-KIRC","TCGA-B4-5378-01A-01R-1503-07","TCGA-B4-5378","Primary Tumor","79b8911f-fabb-416e-9b80-2f55080192c3","ENSG00000133216.17","EPHB2",260,1.259,0.3157,0.3076,"OK","EPHB2",1.175684270731
"TCGA-KIRC","TCGA-CJ-4884-01A-01R-1305-07","TCGA-CJ-4884","Primary Tumor","0bbde4ab-4f9d-478b-a168-055e489b53f2","ENSG00000133216.17","EPHB2",492,1.496,0.6024,0.6702,"OK","EPHB2",1.31961793420016
"TCGA-KIRC","TCGA-BP-4959-01A-01R-1334-07","TCGA-BP-4959","Primary Tumor","bacd130e-c30f-40aa-8e9e-ef8076f7a6db","ENSG00000133216.17","EPHB2",757,2.2226,0.8118,0.9359,"OK","EPHB2",1.68822512732724
"TCGA-KIRC","TCGA-CZ-5466-01A-01R-1503-07","TCGA-CZ-5466","Primary Tumor","edc7b71d-a551-463e-a76a-dc135373cb43","ENSG00000133216.17","EPHB2",372,1.889,0.6564,0.7481,"OK","EPHB2",1.53057020390253
"TCGA-KIRC","TCGA-B0-4811-01A-01R-1503-07","TCGA-B0-4811","Primary Tumor","6df1efd7-bd1b-4c00-8cbb-eb1b6b7c78b6","ENSG00000133216.17","EPHB2",195,0.4836,0.2646,0.3875,"OK","EPHB2",0.56910217295356
"TCGA-KIRC","TCGA-CZ-5453-11A-01R-1503-07","TCGA-CZ-5453","Solid Tissue Normal","dbe50f57-74d7-4b5f-a996-dfc8d9874d55","ENSG00000133216.17","EPHB2",1943,7.2875,2.1329,2.0397,"OK","EPHB2",3.05093696522523
"TCGA-KIRC","TCGA-CJ-5680-11A-01R-1541-07","TCGA-CJ-5680","Solid Tissue Normal","a56c9911-e164-4572-aef8-37754ee056e3","ENSG00000133216.17","EPHB2",878,4.6448,1.2889,1.2083,"OK","EPHB2",2.49692246600807
"TCGA-KIRC","TCGA-EU-5906-01A-11R-1672-07","TCGA-EU-5906","Primary Tumor","2a8ed8a3-37a6-4492-823c-a86f392d0c44","ENSG00000133216.17","EPHB2",370,1.4474,0.3624,0.352,"OK","EPHB2",1.29124991296423
"TCGA-KIRC","TCGA-B0-4852-01A-01R-1503-07","TCGA-B0-4852","Primary Tumor","3e2569b7-b145-4bda-9bdf-24105aefe42c","ENSG00000133216.17","EPHB2",203,0.496,0.1759,0.1868,"OK","EPHB2",0.58111017522555
"TCGA-KIRC","TCGA-B4-5832-01A-11R-1672-07","TCGA-B4-5832","Primary Tumor","d91f4d1a-4628-446c-a696-8839c8f62d90","ENSG00000133216.17","EPHB2",44,0.3434,0.0941,0.1134,"OK","EPHB2",0.425888934024304
"TCGA-KIRC","TCGA-CJ-4875-01A-01R-1305-07","TCGA-CJ-4875","Primary Tumor","c64293ef-e723-4fe6-8cfa-fe36d07bad81","ENSG00000133216.17","EPHB2",114,0.3607,0.1905,0.2352,"OK","EPHB2",0.444349024064218
"TCGA-KIRC","TCGA-CW-5587-11A-01R-1541-07","TCGA-CW-5587","Solid Tissue Normal","efb66622-cf03-4f74-98e5-8c38d87a90f7","ENSG00000133216.17","EPHB2",553,1.9581,0.6942,0.7383,"OK","EPHB2",1.5646708242644
"TCGA-KIRC","TCGA-BP-4326-01A-01R-1289-07","TCGA-BP-4326","Primary Tumor","3f311bca-c591-4dbe-bfb2-fc513259f21c","ENSG00000133216.17","EPHB2",133,0.6059,0.1751,0.2192,"OK","EPHB2",0.683382058486701
"TCGA-KIRC","TCGA-BP-4329-01A-02R-1289-07","TCGA-BP-4329","Primary Tumor","1c38241a-2cdc-4b93-8845-87182a998ef4","ENSG00000133216.17","EPHB2",257,0.8986,0.3249,0.3795,"OK","EPHB2",0.924935988266803
"TCGA-KIRC","TCGA-B0-4847-01A-01R-1277-07","TCGA-B0-4847","Primary Tumor","7e74a46c-7ff4-4d46-b9a8-b10aa076f448","ENSG00000133216.17","EPHB2",158,0.5967,0.3042,0.3956,"OK","EPHB2",0.675093273820292
"TCGA-KIRC","TCGA-A3-3380-01A-01R-0864-07","TCGA-A3-3380","Primary Tumor","9848e118-7372-41e5-8c64-71ec86c9c563","ENSG00000133216.17","EPHB2",190,0.7578,0.2444,0.2715,"OK","EPHB2",0.813770932015825
"TCGA-KIRC","TCGA-B8-4619-01A-02R-1325-07","TCGA-B8-4619","Primary Tumor","5d1a0224-01c6-4843-baab-12f1a56b767a","ENSG00000133216.17","EPHB2",178,0.6166,0.2665,0.3144,"OK","EPHB2",0.692962752772919
"TCGA-KIRC","TCGA-A3-3317-01A-02R-1325-07","TCGA-A3-3317","Primary Tumor","2b5b6593-4fe2-4c8a-92c6-5bd5a6c26320","ENSG00000133216.17","EPHB2",383,1.7446,0.5498,0.5357,"OK","EPHB2",1.45659590512621
"TCGA-KIRC","TCGA-B0-5711-01A-11R-1672-07","TCGA-B0-5711","Primary Tumor","114e63e4-03a5-409e-835f-afa8af005d03","ENSG00000133216.17","EPHB2",192,0.9022,0.2632,0.2649,"OK","EPHB2",0.927668941171634
"TCGA-KIRC","TCGA-B0-5711-11A-01R-1672-07","TCGA-B0-5711","Solid Tissue Normal","8ceb5f0b-cbfb-400d-93b8-df005bb46e31","ENSG00000133216.17","EPHB2",1351,4.8642,1.5593,1.5432,"OK","EPHB2",2.5519343077841
"TCGA-KIRC","TCGA-CZ-4863-11A-01R-1503-07","TCGA-CZ-4863","Solid Tissue Normal","d782f777-5651-47a6-bbb3-4d871a6b3a27","ENSG00000133216.17","EPHB2",1295,4.1653,1.2906,1.3419,"OK","EPHB2",2.36885214307742
"TCGA-KIRC","TCGA-CZ-4863-01A-01R-1503-07","TCGA-CZ-4863","Primary Tumor","4a63eb90-d580-40d0-9136-a7baf34d3627","ENSG00000133216.17","EPHB2",438,1.9618,0.5454,0.5254,"OK","EPHB2",1.56647422376316
"TCGA-KIRC","TCGA-CJ-5671-01A-11R-1541-07","TCGA-CJ-5671","Primary Tumor","86f25e09-9bdb-478d-b929-6f570418af6c","ENSG00000133216.17","EPHB2",756,3.4354,1.1193,1.2771,"OK","EPHB2",2.14906421771554
"TCGA-KIRC","TCGA-B0-4849-01A-01R-1277-07","TCGA-B0-4849","Primary Tumor","c8134951-c924-4789-93bc-9af9b79933cb","ENSG00000133216.17","EPHB2",110,0.723,0.2352,0.2408,"OK","EPHB2",0.784922701562861
"TCGA-KIRC","TCGA-A3-A6NJ-01A-12R-A33J-07","TCGA-A3-A6NJ","Primary Tumor","36e0d06c-4153-4bc3-b415-3f18306218e3","ENSG00000133216.17","EPHB2",301,1.5848,0.4731,0.4621,"OK","EPHB2",1.37005265571591
"TCGA-KIRC","TCGA-CZ-5982-01A-11R-1672-07","TCGA-CZ-5982","Primary Tumor","ff21a21b-35fb-423c-896c-c6943dbce540","ENSG00000133216.17","EPHB2",50,0.2586,0.0695,0.067,"OK","EPHB2",0.331819848022602
"TCGA-KIRC","TCGA-BP-4789-01A-01R-1305-07","TCGA-BP-4789","Primary Tumor","976e2956-36c4-4451-94bc-19a9e7bb861c","ENSG00000133216.17","EPHB2",138,0.6345,0.1769,0.1799,"OK","EPHB2",0.708849377105179
"TCGA-KIRC","TCGA-A3-3331-01A-02R-1325-07","TCGA-A3-3331","Primary Tumor","4b758e7e-870c-4b60-8cb6-dac730bd9faf","ENSG00000133216.17","EPHB2",357,1.4452,0.4457,0.4469,"OK","EPHB2",1.2899524722154
"TCGA-KIRC","TCGA-A3-A8CQ-01A-11R-A37O-07","TCGA-A3-A8CQ","Primary Tumor","9b962201-6959-487b-a125-730322128939","ENSG00000133216.17","EPHB2",198,1.352,0.3513,0.3168,"OK","EPHB2",1.23388806017428
"TCGA-KIRC","TCGA-CJ-5684-01A-11R-1541-07","TCGA-CJ-5684","Primary Tumor","d1d341bd-1a8e-4162-a63c-92ecc78e9c82","ENSG00000133216.17","EPHB2",196,0.8714,0.2868,0.3054,"OK","EPHB2",0.904117958545859
"TCGA-KIRC","TCGA-A3-3325-01A-01R-0864-07","TCGA-A3-3325","Primary Tumor","131cc059-cc0f-43df-a19e-5f854a769181","ENSG00000133216.17","EPHB2",576,1.7524,0.5685,0.587,"OK","EPHB2",1.46069014884874
"TCGA-KIRC","TCGA-A3-3359-01A-01R-0864-07","TCGA-A3-3359","Primary Tumor","54bccab4-c77e-4848-b698-b62941d96289","ENSG00000133216.17","EPHB2",238,1.5468,0.4377,0.4094,"OK","EPHB2",1.34868566933439
"TCGA-KIRC","TCGA-CZ-4856-01A-02R-1426-07","TCGA-CZ-4856","Primary Tumor","89cf5c7f-c4af-4eb6-97a5-cc086fe76bbb","ENSG00000133216.17","EPHB2",373,1.2081,0.3957,0.4381,"OK","EPHB2",1.14280551008584
