"Gene","Survival_patients","Deaths","Adjusted_model_n","Adjusted_model_deaths","Continuous_HR","Continuous_CI_low","Continuous_CI_high","Continuous_P","Adjusted_HR","Adjusted_CI_low","Adjusted_CI_high","Adjusted_P","PH_assumption_P","Aberrant_status_HR","Aberrant_status_CI_low","Aberrant_status_CI_high","Aberrant_status_P","Logrank_P","Continuous_FDR","Adjusted_FDR","Aberrant_status_FDR","Logrank_FDR"
"JAK3",529,173,422,124,1.51178812735423,1.28702098124163,1.77580892255876,4.842214804696e-07,1.24401774344148,1.02011303037707,1.51706732480927,0.0310326882652833,0.59749880311261,1.54698882214897,1.06255183780303,2.25228956433982,0.0228137010793125,0.0217736347952552,9.68442960939201e-07,0.0310326882652833,0.045627402158625,0.0435472695905104
"EPHB2",529,173,422,124,1.49076665593194,1.25232505121518,1.77460733559711,7.11484453703186e-06,1.36136892021585,1.10312854442762,1.68006289592596,0.00404624762472791,0.0141478525762776,0.777702765159392,0.566431667626291,1.06777503007759,0.120066326593703,0.119101904136177,7.11484453703186e-06,0.00809249524945581,0.120066326593703,0.119101904136177
