"mark","RPMI_rep1_global_mean","RPMI_rep2_global_mean","rep2_over_rep1","rep1_over_rep2_scaling_factor"
"H3K27ac",5.43532809666927,3.57395664085337,0.657542024563974,1.52081534357156
"H3K4me1",5.10984512073642,3.14172539996158,0.614837695806483,1.62644549418574
"H3K4me3",5.23082387166559,2.91857903332988,0.557957810267572,1.79225020529858
