"Gene","Stage_patient_n","Kruskal_Wallis_P","Spearman_rho","Stage_trend_P","Kruskal_Wallis_FDR","Stage_trend_FDR"
"JAK3",983,0.936291818407453,0.00263675972126721,0.934197560248995,0.936291818407453,0.934197560248995
"EPHB2",983,0.186974464082978,0.0673469270974876,0.0347527621265324,0.373948928165955,0.0695055242530648
