"Gene","Group_model_n","Group_deaths","Aberrant_HR","Aberrant_lower95","Aberrant_upper95","Cox_P","Logrank_P","Cox_FDR","Logrank_FDR"
"JAK3",1092,151,0.794480886366729,0.522553457913648,1.20791446165565,0.281800204429204,0.278857252792185,0.281800204429204,0.278857252792185
"EPHB2",1092,151,1.46812320060588,1.06284971795524,2.02793085019009,0.0198169638883169,0.0191706044710251,0.0396339277766338,0.0383412089420503
