"patient_id","Tumor_TPM","Normal_TPM","Gene","Tumor_log2TPM1","Normal_log2TPM1","Difference"
"TCGA-A7-A0D9",9.434,3.2892,"EPHB2",3.38322043336566,2.10070858859668,1.28251184476897
"TCGA-A7-A0DB",1.8593,4.2174,"EPHB2",1.51566199660636,2.38333104404124,-0.867669047434881
"TCGA-A7-A0DC",2.72565,2.7398,"EPHB2",1.89749214905636,1.90296111858259,-0.00546896952622822
"TCGA-A7-A13E",5.8957,3.3365,"EPHB2",2.78569701080652,2.11653110953612,0.669165901270405
"TCGA-A7-A13F",3.315,2.4321,"EPHB2",2.10936055940423,1.77909158879384,0.33026897061039
"TCGA-A7-A13G",1.4067,0.9928,"EPHB2",1.26705631817869,0.994796926691387,0.272259391487299
"TCGA-AC-A23H",4.9638,2.7471,"EPHB2",2.57623187669475,1.90577447982315,0.670457396871597
"TCGA-AC-A2FB",4.3368,2.9583,"EPHB2",2.4159749464181,1.98488095854777,0.43109398787033
"TCGA-AC-A2FF",3.4812,3.6053,"EPHB2",2.16388511670894,2.2032951399029,-0.0394100231939625
"TCGA-AC-A2FM",2.1081,1.192,"EPHB2",1.63603292175824,1.13224779829844,0.503785123459796
"TCGA-BH-A0AU",3.3593,0.8552,"EPHB2",2.12409649105583,0.891574725096554,1.23252176595928
"TCGA-BH-A0AY",5.3827,1.6077,"EPHB2",2.6741668397593,1.3827779058392,1.29138893392011
"TCGA-BH-A0AZ",2.9584,1.2563,"EPHB2",1.98491740542692,1.1739589027268,0.810958502700118
"TCGA-BH-A0B3",4.8424,2.0755,"EPHB2",2.54656113568525,1.62082097594152,0.925740159743726
"TCGA-BH-A0B5",6.5044,2.9321,"EPHB2",2.90773672852445,1.97530001233708,0.932436716187365
"TCGA-BH-A0B7",5.9957,0.897,"EPHB2",2.80646842279411,0.923719678749389,1.88274874404473
"TCGA-BH-A0B8",4.9295,1.3579,"EPHB2",2.56791045587868,1.23750253402449,1.33040792185419
"TCGA-BH-A0BA",1.1845,1.869,"EPHB2",1.12730310578213,1.52054796810658,-0.393244862324447
"TCGA-BH-A0BC",5.3754,1.8094,"EPHB2",2.67251586117349,1.49026204879057,1.18225381238292
"TCGA-BH-A0BJ",2.899,1.7285,"EPHB2",1.96310415473555,1.44810804371056,0.514996111024993
