"Gene","Survival_patients","Deaths","Adjusted_model_n","Adjusted_model_deaths","Continuous_HR","Continuous_CI_low","Continuous_CI_high","Continuous_P","Adjusted_HR","Adjusted_CI_low","Adjusted_CI_high","Adjusted_P","PH_assumption_P","Aberrant_status_HR","Aberrant_status_CI_low","Aberrant_status_CI_high","Aberrant_status_P","Logrank_P","Continuous_FDR","Adjusted_FDR","Aberrant_status_FDR","Logrank_FDR"
"JAK3",400,175,260,99,0.915572710505491,0.790294922592946,1.06070957089286,0.240033105711484,0.914813761941477,0.757812223557444,1.10434246508836,0.354023420687019,0.471800454549927,0.775153105204247,0.380306314310906,1.57994309822732,0.483283821919286,0.482026401813317,0.240033105711484,0.354023420687019,0.483283821919286,0.482026401813317
"EPHB2",400,175,260,99,1.09508477726762,0.971390665309647,1.23452974403557,0.137461216786582,1.19325748683639,1.00039729021889,1.42329796753005,0.0494860261973875,0.865856237947311,1.44121750992658,1.0667512136623,1.94713433115109,0.0172701958923215,0.0166560172480641,0.240033105711484,0.098972052394775,0.0345403917846431,0.0333120344961282
